clip_id,split,pc1,pc2
186c7kCyCHQ.005,train,-3.3586564,1.8520138
19cplBTXyoY.002,train,12.895641,-5.220718
19pTUX8KfYM.000,train,-8.882617,-1.8323317
1AMp8Y_0UGc.000,train,-0.12568766,-5.560777
1AMp8Y_0UGc.002,train,5.624411,-2.5951245
1AMp8Y_0UGc.004,train,6.5437193,-2.409191
1CYzbX8AaP8.001,train,2.3391693,0.23794563
1CYzbX8AaP8.003,train,-7.4664335,2.5519114
1DCnIad1Y0w.002,train,5.2447,-7.4208283
1Gn4GX8miWQ.000,train,-6.4528794,-1.8294771
1Gn4GX8miWQ.001,train,-8.180918,-2.6026745
1Gn4GX8miWQ.002,train,-6.7425046,-0.46422848
1Gn4GX8miWQ.003,train,-7.5379133,-3.009289
1Gn4GX8miWQ.004,train,-8.453855,-1.3138602
1Gn4GX8miWQ.005,train,-5.5532823,0.55344063
1Kb5d-w3YJ8.002,train,-1.7500538,8.053969
1Lv72Si4GnY.001,train,14.71942,-4.210758
1OGu_7IljCo.004,train,-1.5862571,-4.0728855
1RMdiCbNNh4.003,train,3.3499808,-5.0807533
1RMdiCbNNh4.005,train,0.56879944,-4.678015
1S0SxmfbOus.002,train,-2.4599254,-2.5007353
1UaqZEUUk9I.000,train,-3.4155707,-1.8610268
1UaqZEUUk9I.002,train,-5.65428,0.09635645
1W7XLdNpEgc.001,train,3.2267344,-1.1096562
1W7XLdNpEgc.005,train,7.6534777,-2.4131162
1Wh2mIFrGvk.001,train,9.806127,-7.0272965
1XqMZQu_pP4.002,train,-2.1731153,-7.5933676
1YsZ4GPpyBA.004,train,-3.0368192,-4.492491
1YsZ4GPpyBA.005,train,-2.5270197,-4.8539104
1ZqHFoxLz54.000,train,3.5751314,-3.1261175
1cqwKxx6GF8.001,train,-5.8697467,-0.4063957
1cqwKxx6GF8.004,train,-0.9381414,-0.1991819
1cqwKxx6GF8.005,train,-5.6920485,-2.2953238
1dOaM7zWPo8.000,train,-4.961995,0.3015946
1eOvtoZCie8.000,train,-3.3911326,-2.8016276
1eOvtoZCie8.002,train,-3.939294,-2.35313
1eOvtoZCie8.004,train,-6.751304,-3.678775
1eOvtoZCie8.005,train,-0.44065607,-0.19519976
1fsFL_qNYlQ.001,train,-3.9766164,-3.2687316
1fsFL_qNYlQ.005,train,-1.1539526,-3.021585
1hpZ2ecWqtI.002,train,-4.992187,-0.037834194
1hpZ2ecWqtI.003,train,-2.8070362,0.44996476
1hpZ2ecWqtI.005,train,-2.8809354,-0.15001607
1izSTcQI7H4.000,train,-7.705975,2.9625168
1izSTcQI7H4.004,train,-8.136834,5.241583
1jC4vsQsjwM.002,train,-6.5516253,4.826628
1jC4vsQsjwM.004,train,-7.03056,1.5165285
1jC4vsQsjwM.005,train,-7.195841,-0.30130088
1m67onLoRwY.000,train,-9.567275,0.8633965
1m67onLoRwY.003,train,-8.193917,-0.45727265
1mHjMNZZvFo.000,train,-2.5381117,-2.5798318
1mHjMNZZvFo.003,train,-6.6542225,-1.7980523
1mHjMNZZvFo.004,train,-5.5286417,-1.7320747
1mHjMNZZvFo.005,train,-4.184128,-2.4887285
1mODTfLRGdI.000,train,-2.4870472,-5.705552
1mODTfLRGdI.001,train,-1.1449184,-1.1709527
1mODTfLRGdI.003,train,-4.414441,-4.3301415
1mReUxIEuw0.000,train,10.595551,-1.9096965
1mReUxIEuw0.005,train,13.901305,-0.06832122
1mdMhaq5p4w.001,train,2.5113373,-8.620346
1mdMhaq5p4w.002,train,3.528347,-8.313372
1mdMhaq5p4w.004,train,7.2014666,-4.4107785
1mdMhaq5p4w.005,train,10.966838,-7.602369
1mfrM-FT-5E.000,train,0.5986855,4.976771
1pm5uoU85FI.000,train,-2.4916146,-4.4613748
1pm5uoU85FI.001,train,-1.4710953,-4.204885
1pm5uoU85FI.003,train,-4.576211,-3.340045
1q-N_zbsAg0.000,train,-2.8938076,4.148699
1q-N_zbsAg0.001,train,9.03257,19.153868
1q-N_zbsAg0.003,train,-1.6599978,2.184372
1q-N_zbsAg0.004,train,-3.4198148,4.792245
1sjXuXtx9-E.000,train,-1.5818573,-6.3293886
1tPH6PNeOSk.002,train,-0.5367503,-2.1665924
1tPH6PNeOSk.004,train,-0.13938658,-3.1172166
1uCO2d0pFg0.000,train,-2.6255774,0.8344504
1wWMWbl6ILg.004,train,7.449597,-3.6866431
1yIGI42lzak.001,train,-1.4017924,0.9346787
1yIGI42lzak.002,train,-3.196027,1.339057
1yIGI42lzak.003,train,-2.7191024,1.8377278
1yIGI42lzak.005,train,-1.7965333,1.4919121
1yjRBwUiYxs.005,train,-9.806558,3.215886
2-LDYe7OXZU.000,train,-1.7866708,-0.29340088
2-LDYe7OXZU.001,train,-4.3288083,0.08162431
2-LDYe7OXZU.003,train,-1.5729351,4.8466334
2-LDYe7OXZU.005,train,-2.7854812,2.780692
26ZnknvfdNM.001,train,-7.564158,-0.818582
26ZnknvfdNM.002,train,-3.7492936,0.45828706
26ZnknvfdNM.003,train,-2.975429,-1.990135
26ZnknvfdNM.004,train,-2.6827652,-0.889286
29UCGJldICw.005,train,13.011495,-12.792805
2AV8m02PjdU.000,train,21.727459,-8.6246805
2AV8m02PjdU.002,train,21.949627,-6.0435414
2AV8m02PjdU.003,train,13.606471,-6.3254576
2AYq7CdNXNo.000,train,-4.119183,-5.092908
2AYq7CdNXNo.001,train,-1.7886881,-5.8482776
2AYq7CdNXNo.003,train,-4.111104,-7.2810783
2AYq7CdNXNo.004,train,-2.4463458,-6.109232
2DZb5yIc6Fg.001,train,1.4516346,8.496373
2DZb5yIc6Fg.002,train,-8.017854,3.9751213
2DZb5yIc6Fg.003,train,8.132616,18.432194
2Fgn78rYjPM.005,train,3.2847216,15.169092
2GHz8LYflE0.000,train,12.056696,-9.2939
2HE6cw3HFPk.001,train,-1.5135626,-5.9881363
2HE6cw3HFPk.003,train,-2.0700576,-1.8397605
2IwWILRuuNU.003,train,-4.259759,-1.2142712
2IwWILRuuNU.004,train,-5.9335423,-2.762996
2IwWILRuuNU.005,train,-3.6836658,-1.1900539
2KSBoJZMcMU.003,train,-4.2775946,0.4925474
2KSBoJZMcMU.004,train,1.4389858,2.1293647
2KSBoJZMcMU.005,train,-6.274046,-2.481255
2Lgd2Ye-1L8.000,train,-2.9201186,-1.748868
2NNYN1ZCJhw.003,train,-4.681635,-2.772015
2OAA4slRc5M.004,train,-5.4597263,1.3006129
2P1FbMJLUAs.000,train,8.132663,-6.6921473
2P1FbMJLUAs.003,train,9.039984,-7.972476
2P1FbMJLUAs.005,train,17.803093,-9.766527
2PSGksTyrnI.001,train,-3.550396,3.4613197
2PSGksTyrnI.003,train,1.0522859,11.613993
2PSGksTyrnI.004,train,8.535727,19.176203
2PSGksTyrnI.005,train,-3.8085217,-0.8982356
2RQGNwx_nlI.000,train,-0.004680121,-8.153867
2SzC9dm4Yy4.002,train,22.398584,-7.1040087
2T3oK1Gse2g.000,train,0.6594978,-2.3213167
2T3oK1Gse2g.002,train,7.90189,-5.758907
2TMl5EMrdVI.002,train,3.1733477,0.0040202173
2TMl5EMrdVI.003,train,-1.2430586,4.412864
2TMl5EMrdVI.004,train,5.888002,6.459512
2TMl5EMrdVI.005,train,2.9582837,5.1440554
2TXrDZgbDHE.001,train,15.830655,13.074258
2TXrDZgbDHE.005,train,57.520767,46.373447
2TbU3Eg2i4A.003,train,-3.63883,-0.42110014
2TbU3Eg2i4A.004,train,1.2964612,21.80328
2TbU3Eg2i4A.005,train,11.035047,26.461517
2UqnC_rFcRQ.001,train,0.246287,6.775385
2UqnC_rFcRQ.002,train,-0.474579,7.8194375
2UqnC_rFcRQ.003,train,3.4275975,10.228273
2WuhWF4fAOQ.001,train,12.440648,-9.011491
2WuhWF4fAOQ.002,train,4.1950407,-6.279795
2WuhWF4fAOQ.003,train,4.3029313,8.7099
2WuhWF4fAOQ.004,train,3.3660684,-6.8704014
2_OOIcYfLV0.003,train,14.358512,-10.324286
2bAsXLQjlt8.001,train,-10.651269,-1.2330146
2bAsXLQjlt8.002,train,-8.771632,-0.8352999
2bAsXLQjlt8.004,train,-9.636261,2.6441448
2bAsXLQjlt8.005,train,-9.91989,0.3832757
2ceHmUmguzk.000,train,0.0713863,-0.4867632
2ceHmUmguzk.001,train,-0.45425743,-2.426929
2ceHmUmguzk.002,train,1.0450219,0.83117217
2ceHmUmguzk.005,train,-2.5613818,-4.061547
2d6btbaNdfo.004,train,-0.8910278,-3.1386976
2f7rLXwzP3s.000,train,9.178327,-11.811912
2f7rLXwzP3s.002,train,4.277346,-12.626369
2fzLibPAtvI.004,train,3.322018,-3.6232564
2fzLibPAtvI.005,train,5.352271,-3.989171
2hhqEWiv4eI.000,train,-8.052718,3.0079865
2hhqEWiv4eI.001,train,-9.534511,2.4117365
2hhqEWiv4eI.002,train,-3.281263,1.8175437
2hhqEWiv4eI.004,train,-4.946675,10.8929405
2kqPuht5jTg.002,train,-5.434506,-3.5110345
2kqPuht5jTg.004,train,-7.5177455,1.2468003
2kqPuht5jTg.005,train,-8.251507,-1.2980585
2mfmw63l88g.001,train,-3.3626544,2.514911
2mfmw63l88g.003,train,-4.491004,1.8299985
2mfmw63l88g.004,train,-4.0182433,2.320162
2mfmw63l88g.005,train,-2.9162061,3.6854472
2mgj9ncREyA.000,train,-0.12493277,-5.435373
2mgj9ncREyA.005,train,3.1932268,-6.8792872
2oEUp9sGRGk.000,train,-2.6694822,4.4442797
2oEUp9sGRGk.001,train,-3.8204627,2.8385305
2oiXF5_gTyk.001,train,-4.0062637,-3.6943793
2oiXF5_gTyk.002,train,11.160814,-1.646223
2oiXF5_gTyk.003,train,-4.130187,-1.3972086
2pNKs0i3YkY.002,train,18.526476,-10.138271
2q7ZwMoPvok.000,train,9.898092,-5.0709963
2q8orkMs2Jg.000,train,3.4991713,-6.791173
2q8orkMs2Jg.003,train,19.49889,-6.7368493
2q8orkMs2Jg.005,train,9.882554,-8.007556
2r5NVi3SZ2I.000,train,-2.1411545,-5.143558
2rV3Ibtdnvs.000,train,-8.302748,2.9033818
2uAJJH7B5aw.000,train,-8.51928,-0.16033675
2uAJJH7B5aw.001,train,-6.6282897,-1.392642
2uAJJH7B5aw.003,train,-6.0972943,-0.82716066
2x8GZaBY6TM.001,train,-10.341992,4.993579
2x8GZaBY6TM.002,train,-3.550653,7.8915787
2x8GZaBY6TM.003,train,-5.651504,7.3287854
2yUnXroXyeI.003,train,-4.3830614,0.15476371
300gK3CnzW0.000,train,-3.9558342,5.6788363
300gK3CnzW0.002,train,-0.86665916,0.07866341
300gK3CnzW0.004,train,-3.0472364,2.1578805
32XmVytuwQc.001,train,-1.7918211,0.87188095
35-2f1y0guA.000,train,-4.891129,-2.56263
36NZ0sHWQFg.001,train,15.747737,25.52034
36sZ__mv_KY.003,train,-2.3083663,0.6238891
38fE5B4ghw0.000,train,1.6008329,-9.979895
38fE5B4ghw0.002,train,2.6349587,-8.014653
38fE5B4ghw0.003,train,-0.47384578,-8.777785
38fE5B4ghw0.004,train,5.662342,-8.951858
38fE5B4ghw0.005,train,6.4050403,-10.597383
39BJkEXJpgc.001,train,-5.7123547,-1.404245
39BJkEXJpgc.003,train,-5.2820654,-4.733267
39BJkEXJpgc.005,train,-5.3754673,-4.997747
39o1zJFeM7E.001,train,-3.7315068,-2.9303114
39o1zJFeM7E.002,train,-4.4158254,-2.6728497
39o1zJFeM7E.003,train,-4.008796,-0.51866466
39o1zJFeM7E.004,train,53.751423,121.59641
3AyjQQYmqU4.000,train,-7.6995215,-2.6883624
3AyjQQYmqU4.001,train,-9.85756,-1.9311932
3AyjQQYmqU4.003,train,-7.3971457,0.3242463
3DURnr95fMg.000,train,-4.861405,1.5141494
3DURnr95fMg.002,train,6.944181,11.547809
3DURnr95fMg.004,train,-2.6559408,2.165922
3GylAjrajHs.003,train,-3.2609525,-0.7844875
3GylAjrajHs.004,train,1.5597798,0.6094893
3HA2W1s4oP8.000,train,-6.220026,-0.38898113
3HA2W1s4oP8.001,train,-8.831839,1.4071916
3HA2W1s4oP8.002,train,-6.6509624,0.5388128
3HA2W1s4oP8.003,train,-9.066847,0.22597434
3J7Cl3FXs1o.001,train,0.5881185,1.5826509
3J7Cl3FXs1o.004,train,-3.2589679,-0.35756096
3JAFkk42zPs.004,train,-3.1194136,4.0303593
3JAFkk42zPs.005,train,-3.7628796,2.2833407
3JzvXA-Zfbs.000,train,-4.917776,-1.7579111
3JzvXA-Zfbs.001,train,-4.390078,1.9025118
3JzvXA-Zfbs.002,train,-3.6411443,0.91940814
3JzvXA-Zfbs.003,train,-5.5109816,-2.6674893
3K16KyiAZHw.004,train,4.786847,-7.5402317
3LAaFUSGvsU.001,train,-10.756399,6.240669
3LAaFUSGvsU.003,train,-13.468985,2.4147727
3LAaFUSGvsU.004,train,-12.594625,1.746852
3OoQBXWTGfE.000,train,-5.9561105,2.2544482
3OoQBXWTGfE.001,train,-3.1759162,5.8863325
3OoQBXWTGfE.002,train,-7.8149343,2.047107
3OoQBXWTGfE.004,train,-7.22426,1.5281769
3P_D_bd-_NM.000,train,-0.49496478,-1.4664006
3P_D_bd-_NM.001,train,1.0192121,-5.8106318
3P_D_bd-_NM.003,train,-0.94017416,-2.3684175
3P_D_bd-_NM.005,train,-1.6386952,-2.7081094
3Q3SB1dVAng.000,train,1.5069468,-5.022126
3Q3SB1dVAng.001,train,3.1999505,-5.5986814
3Q3SB1dVAng.002,train,2.6398635,-4.4356
3Q3SB1dVAng.003,train,1.4452605,-10.085796
3Q3SB1dVAng.005,train,-1.3446289,-6.293051
3R2LrAKCWr8.001,train,-7.6958575,-0.87084997
3R2LrAKCWr8.002,train,-9.063183,-2.3782156
3RhBqNzCMG8.001,train,-5.083971,-3.9771862
3S72dDIm1fM.000,train,-5.548636,0.62035376
3S72dDIm1fM.001,train,-5.9161634,4.2555003
3S8QUGYVf_w.000,train,-9.243454,-0.8891916
3S8QUGYVf_w.001,train,-10.359237,2.6505237
3S8QUGYVf_w.003,train,-10.387676,0.36176485
3S8QUGYVf_w.004,train,-6.3532977,0.74596786
3Sj-GZ3YXWs.000,train,-5.8946514,3.6785784
3Sj-GZ3YXWs.001,train,-4.839714,2.670414
3Sj-GZ3YXWs.002,train,-2.7478485,2.1083698
3Sj-GZ3YXWs.004,train,-7.5945845,0.03691289
3Sj-GZ3YXWs.005,train,-5.761563,2.9213774
3VTL2kFt17M.000,train,-3.434939,-0.56144434
3VTL2kFt17M.002,train,16.60351,-2.905135
3VTL2kFt17M.004,train,5.0160584,-0.9256272
3VTL2kFt17M.005,train,4.1216545,-5.2937975
3Vr5-zedeWk.000,train,-5.8038216,3.9244368
3Vr5-zedeWk.002,train,15.831793,34.498356
3Vr5-zedeWk.003,train,-8.554827,0.7588876
3Vr5-zedeWk.004,train,-6.446921,0.958964
3Vr5-zedeWk.005,train,-5.5183277,-0.7674264
3VyriB3isO8.001,train,18.605885,-5.2445345
3VyriB3isO8.004,train,20.404537,4.3296556
3WPXm_5f4Lw.002,train,33.90746,-9.997637
3WmWJ1lNy-U.000,train,-2.3330495,-0.7066757
3WmWJ1lNy-U.001,train,-0.2151744,-0.9329537
3WoXkI06zGk.001,train,27.431503,-6.4362535
3WoXkI06zGk.002,train,21.441988,-7.898955
3WoXkI06zGk.003,train,25.275208,-6.315218
3ZwXifihvtA.000,train,4.4917326,-4.368786
3b9fhd-EDaY.001,train,-3.4421794,-0.14426951
3ccY8jYkI5o.000,train,-2.588782,-5.751428
3ccY8jYkI5o.002,train,-2.8930068,-5.6368403
3ccY8jYkI5o.004,train,-0.29665446,-4.0256033
3ccY8jYkI5o.005,train,-3.2897234,-4.120623
3df_Uk9EmwU.000,train,18.855045,-13.443528
3df_Uk9EmwU.001,train,19.292833,-12.978777
3df_Uk9EmwU.004,train,18.481113,-13.045213
3df_Uk9EmwU.005,train,20.178648,-13.106666
3g6Ab-BIbR4.001,train,-4.390449,-2.366155
3gKpBq-1yG4.000,train,2.0150323,-2.0974548
3gKpBq-1yG4.001,train,-3.8205857,0.7390285
3gKpBq-1yG4.002,train,3.4393685,-1.4733547
3gKpBq-1yG4.003,train,1.28915,-2.515139
3gKpBq-1yG4.004,train,-1.2451503,0.31432974
3gKpBq-1yG4.005,train,3.3129632,-1.746153
3gmc2kLV4Bo.002,train,-1.4739723,-5.460028
3hKgh9AB3tk.001,train,-5.513176,-1.8545982
3hKgh9AB3tk.002,train,1.1724676,12.996328
3hKgh9AB3tk.005,train,1.8501127,11.912637
3lV-sr3NOUo.003,train,-3.1427763,-0.06565543
3lV-sr3NOUo.004,train,-2.8697605,0.495165
3nxH1f6IQjQ.000,train,-5.619903,-3.4124312
3orJLMVqWYw.000,train,6.918509,-3.6352623
3orJLMVqWYw.004,train,-0.98770016,-1.3292148
3pJZOCtAzYE.001,train,0.040660433,-7.103833
3tPq9fNOXZQ.001,train,5.209059,-0.78334856
3tPq9fNOXZQ.002,train,4.2229433,-4.3744326
3tPq9fNOXZQ.003,train,-1.6855303,-2.2658455
3tPq9fNOXZQ.005,train,4.4131746,1.5900127
3taD1fEPfC8.001,train,-2.4327774,0.009353479
3taD1fEPfC8.002,train,-2.526052,4.092569
3taD1fEPfC8.003,train,-5.630718,4.6717424
3taD1fEPfC8.004,train,-2.7591953,1.3485693
3wRj39GKLJ0.001,train,-0.9223796,1.8204297
3wgZrRMosvY.002,train,0.08514918,-3.0251827
3wgZrRMosvY.003,train,7.8725376,6.60274
3y3au0hVfm8.001,train,-2.8923318,-4.08203
3ySH8eJQRCI.001,train,-7.3270245,3.3909745
3ySH8eJQRCI.002,train,-2.5805125,12.388915
3ySH8eJQRCI.003,train,-8.414656,2.4068167
3ySH8eJQRCI.004,train,-10.42188,0.41459686
3ySH8eJQRCI.005,train,-5.8002815,4.0425286
3yU-7AXnFCM.002,train,21.150084,24.061102
3yU-7AXnFCM.003,train,-2.408426,-3.3035407
3zAyM2edy1g.000,train,6.0952272,0.5765291
3zAyM2edy1g.001,train,11.244835,-0.6447388
3zAyM2edy1g.004,train,1.0540811,-0.4819248
40rn4A64Bdk.001,train,-4.0568733,-2.6824017
40rn4A64Bdk.003,train,-1.5648135,-2.778177
41NNb7cucVo.000,train,9.620823,-8.77385
41NNb7cucVo.001,train,2.2914343,-6.0679007
41NNb7cucVo.002,train,2.7246294,-4.80661
41NNb7cucVo.003,train,5.3335824,-5.8069606
43tayteIFRk.005,train,-8.484473,6.3077173
44rxmXiga90.001,train,-5.452703,3.9906597
44rxmXiga90.002,train,-1.1839821,1.0040298
44rxmXiga90.003,train,-1.64388,6.1168776
44rxmXiga90.004,train,-5.810039,0.3994668
44rxmXiga90.005,train,0.45026568,4.736531
45SH4ohAH3M.000,train,-2.7965178,0.52165604
45SH4ohAH3M.001,train,-1.7539105,1.5017885
45SH4ohAH3M.005,train,-3.089877,-1.2406077
48S9_KZvzVw.001,train,-13.436989,1.542467
48S9_KZvzVw.003,train,-12.727366,0.884762
48S9_KZvzVw.004,train,-6.720473,14.919952
48S9_KZvzVw.005,train,-11.334562,1.0057796
495hLlCEW64.001,train,4.502406,-2.4558005
495hLlCEW64.002,train,10.642591,-6.413989
495hLlCEW64.003,train,2.2674706,-2.3432822
4CSV8L7aVik.000,train,20.699509,-12.947191
4CiR99jTzso.000,train,22.771133,-6.9360237
4F-WBGPXiqQ.001,train,-1.8808856,3.0503945
4ICb270oLpE.000,train,-4.8448424,1.2174923
4ICb270oLpE.002,train,-6.495239,-2.2023096
4JYmE9a21aI.002,train,-6.247831,-1.287355
4JYmE9a21aI.004,train,-7.402145,-1.5127372
4JjpfL4y3XM.000,train,0.9777921,0.41076133
