split,trait,Acc(1-MAE),MAE,RMSE,R2,alpha
val,extraversion,0.8989961,0.10100386,0.12645808,0.28063637,3.0
val,neuroticism,0.89866924,0.10133076,0.12756605,0.2780009,3.0
val,agreeableness,0.90098983,0.09901017,0.12460205,0.10712075,3.0
val,conscientiousness,0.8973983,0.102601685,0.12992574,0.26395303,3.0
val,openness,0.8970376,0.10296237,0.12808955,0.21010095,3.0
val,extraversion,0.89951074,0.10048924,0.12575199,0.28864717,10.0
val,neuroticism,0.89922714,0.10077289,0.12690003,0.28552037,10.0
val,agreeableness,0.9015695,0.098430514,0.12386801,0.1176098,10.0
val,conscientiousness,0.89802647,0.10197351,0.1292304,0.2718104,10.0
val,openness,0.8977776,0.10222239,0.12719198,0.22113246,10.0
val,extraversion,0.9001485,0.09985152,0.124807976,0.29928726,30.0
val,neuroticism,0.8999425,0.100057475,0.1260264,0.29532403,30.0
val,agreeableness,0.9024759,0.0975241,0.12275357,0.13341618,30.0
val,conscientiousness,0.8989607,0.10103927,0.12823866,0.28294402,30.0
val,openness,0.8989127,0.101087265,0.12590842,0.2367729,30.0
val,extraversion,0.90076315,0.099236816,0.12380855,0.31046456,100.0
val,neuroticism,0.9006193,0.099380665,0.12510753,0.30556232,100.0
val,agreeableness,0.9037436,0.096256405,0.121316195,0.15359169,100.0
val,conscientiousness,0.90002835,0.09997164,0.12701198,0.2965966,100.0
val,openness,0.90011954,0.09988048,0.124458514,0.2542497,100.0
val,extraversion,0.9011841,0.09881592,0.1232169,0.31703907,300.0
val,neuroticism,0.9011207,0.09887926,0.12450606,0.31222343,300.0
val,agreeableness,0.9048125,0.09518747,0.12021422,0.1688987,300.0
val,conscientiousness,0.9008188,0.09918116,0.12600604,0.30769455,300.0
val,openness,0.90098524,0.09901473,0.12343275,0.2664917,300.0
val,extraversion,0.90134066,0.098659314,0.122983694,0.3196218,1000.0
val,neuroticism,0.9014401,0.098559916,0.124115564,0.31653088,1000.0
val,agreeableness,0.9055421,0.09445793,0.11941872,0.17986155,1000.0
val,conscientiousness,0.9012839,0.098716095,0.12519847,0.31653988,1000.0
val,openness,0.9017547,0.09824531,0.122635454,0.27593708,1000.0
val,extraversion,0.9011182,0.09888176,0.12314966,0.31778413,3000.0
val,neuroticism,0.90161806,0.09838196,0.12405098,0.3172419,3000.0
val,agreeableness,0.9058393,0.09416067,0.119032584,0.18515676,3000.0
val,conscientiousness,0.9012767,0.098723285,0.124986656,0.31885052,3000.0
val,openness,0.90223575,0.09776428,0.12224658,0.28052175,3000.0
val,extraversion,0.90031177,0.099688254,0.124092184,0.30730158,10000.0
val,neuroticism,0.9011248,0.098875225,0.1247378,0.30966073,10000.0
val,agreeableness,0.90581656,0.09418347,0.11913761,0.18371826,10000.0
val,conscientiousness,0.90037173,0.09962827,0.1257073,0.31097335,10000.0
val,openness,0.90219873,0.09780127,0.12264947,0.27577162,10000.0
val,extraversion,0.8984983,0.10150169,0.12628983,0.2825492,30000.0
val,neuroticism,0.8993709,0.10062908,0.1267214,0.28753054,30000.0
val,agreeableness,0.90530264,0.09469735,0.120013565,0.17167068,30000.0
val,conscientiousness,0.898545,0.101454996,0.12750067,0.29117334,30000.0
val,openness,0.9010984,0.09890162,0.12444687,0.25438917,30000.0
val,extraversion,0.8948524,0.10514758,0.13072674,0.2312516,100000.0
val,neuroticism,0.89558333,0.10441668,0.13087894,0.2400133,100000.0
val,agreeableness,0.90389067,0.09610933,0.12191567,0.1452061,100000.0
val,conscientiousness,0.8949177,0.105082266,0.13121158,0.24931216,100000.0
val,openness,0.897941,0.10205898,0.12823068,0.2083593,100000.0
