group_id,clip_id,split_official,video_name,ethnicity,gender,age_group,extraversion,neuroticism,agreeableness,conscientiousness,openness,interview,avg_trait,audio_path,audio_exists,speech_sec,voiced_ratio,n_seg
-Gl98Jn45Fs,-Gl98Jn45Fs.000,train,-Gl98Jn45Fs.000.mp4,2,2,4,0.4485981308411215,0.5208333333333334,0.5274725274725275,0.6213592233009709,0.5222222222222223,0.4953271028037382,0.5280970874340352,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Gl98Jn45Fs.000.wav,True,12.294,0.8196,5
-Gl98Jn45Fs,-Gl98Jn45Fs.001,train,-Gl98Jn45Fs.001.mp4,2,2,4,0.6542056074766356,0.5729166666666666,0.6153846153846153,0.6407766990291262,0.6666666666666666,0.5887850467289719,0.6299900510447421,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Gl98Jn45Fs.001.wav,True,13.45,0.8966666666666666,4
-Gl98Jn45Fs,-Gl98Jn45Fs.003,train,-Gl98Jn45Fs.003.mp4,2,2,4,0.5327102803738318,0.6770833333333334,0.5054945054945055,0.5728155339805825,0.6555555555555556,0.6355140186915886,0.5887318417475618,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Gl98Jn45Fs.003.wav,True,14.574,0.9716,3
-IK--4uz5ZY,-IK--4uz5ZY.000,train,-IK--4uz5ZY.000.mp4,2,2,5,0.5794392523364487,0.5625,0.6043956043956044,0.6796116504854369,0.5888888888888889,0.6355140186915886,0.6029670792212758,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-IK--4uz5ZY.000.wav,True,13.664,0.9109333333333332,7
-IK--4uz5ZY,-IK--4uz5ZY.002,train,-IK--4uz5ZY.002.mp4,2,2,5,0.5420560747663552,0.6354166666666666,0.5274725274725275,0.6601941747572816,0.5666666666666667,0.6074766355140186,0.5863612220658995,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-IK--4uz5ZY.002.wav,True,13.158,0.8772,5
-IK--4uz5ZY,-IK--4uz5ZY.003,train,-IK--4uz5ZY.003.mp4,2,2,5,0.6448598130841123,0.6770833333333334,0.7032967032967032,0.6601941747572816,0.7444444444444444,0.7102803738317757,0.685975693783175,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-IK--4uz5ZY.003.wav,True,13.894,0.9262666666666668,5
-IK--4uz5ZY,-IK--4uz5ZY.004,train,-IK--4uz5ZY.004.mp4,2,2,5,0.7476635514018694,0.6770833333333334,0.7472527472527474,0.6893203883495147,0.811111111111111,0.7850467289719626,0.7344862262897152,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-IK--4uz5ZY.004.wav,True,13.836,0.9224,4
-N6QKrbnaDs,-N6QKrbnaDs.005,train,-N6QKrbnaDs.005.mp4,2,1,4,0.4859813084112149,0.4583333333333333,0.4285714285714285,0.4563106796116505,0.5222222222222223,0.4205607476635514,0.4702837944299699,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-N6QKrbnaDs.005.wav,True,5.532,0.3688,1
-NwfYYf5xLo,-NwfYYf5xLo.005,train,-NwfYYf5xLo.005.mp4,2,2,4,0.7009345794392524,0.6979166666666666,0.7252747252747254,0.6796116504854369,0.7444444444444444,0.7476635514018691,0.7096364132621052,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-NwfYYf5xLo.005.wav,True,13.706,0.9137333333333332,4
-OXMbG7ZwRk,-OXMbG7ZwRk.000,train,-OXMbG7ZwRk.000.mp4,2,2,6,0.5233644859813085,0.5520833333333334,0.6153846153846153,0.7281553398058251,0.7444444444444444,0.5233644859813084,0.6326864437899055,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-OXMbG7ZwRk.000.wav,True,14.122,0.9414666666666668,4
-OXMbG7ZwRk,-OXMbG7ZwRk.003,train,-OXMbG7ZwRk.003.mp4,2,2,6,0.4766355140186916,0.53125,0.5054945054945055,0.5922330097087379,0.8222222222222221,0.5514018691588785,0.5855670502888314,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-OXMbG7ZwRk.003.wav,True,14.346,0.9564,4
-OXMbG7ZwRk,-OXMbG7ZwRk.004,train,-OXMbG7ZwRk.004.mp4,2,2,6,0.3831775700934579,0.40625,0.5384615384615384,0.4660194174757281,0.6333333333333333,0.4766355140186915,0.48544837187281153,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-OXMbG7ZwRk.004.wav,True,13.638,0.9092,5
-OXMbG7ZwRk,-OXMbG7ZwRk.005,train,-OXMbG7ZwRk.005.mp4,2,2,6,0.3457943925233645,0.3854166666666667,0.4615384615384615,0.5048543689320388,0.5444444444444444,0.3738317757009345,0.44840966682099515,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-OXMbG7ZwRk.005.wav,True,14.836,0.9890666666666666,2
-Osv5l1vrNU,-Osv5l1vrNU.001,train,-Osv5l1vrNU.001.mp4,3,1,6,0.3738317757009345,0.5,0.6483516483516484,0.6310679611650486,0.5888888888888889,0.5794392523364486,0.5484280548213041,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Osv5l1vrNU.001.wav,True,13.154,0.8769333333333333,6
-Osv5l1vrNU,-Osv5l1vrNU.004,train,-Osv5l1vrNU.004.mp4,3,1,6,0.6074766355140188,0.7187499999999999,0.7582417582417583,0.7669902912621359,0.7666666666666666,0.6915887850467289,0.7236250703369159,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Osv5l1vrNU.004.wav,True,14.026,0.9350666666666666,4
-R2SZu3SYgM,-R2SZu3SYgM.000,train,-R2SZu3SYgM.000.mp4,2,2,6,0.2242990654205607,0.1666666666666666,0.1978021978021978,0.1941747572815534,0.5777777777777777,0.2149532710280373,0.27214409298975123,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-R2SZu3SYgM.000.wav,True,13.254,0.8835999999999999,5
-R2SZu3SYgM,-R2SZu3SYgM.004,train,-R2SZu3SYgM.004.mp4,2,2,6,0.3364485981308411,0.4270833333333333,0.3736263736263736,0.2912621359223301,0.5888888888888889,0.2710280373831775,0.40346186598035344,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-R2SZu3SYgM.004.wav,True,13.52,0.9013333333333332,4
-RhPxhfpg4U,-RhPxhfpg4U.001,train,-RhPxhfpg4U.001.mp4,3,1,6,0.4112149532710281,0.59375,0.6483516483516484,0.7281553398058251,0.5111111111111111,0.5887850467289719,0.5785166105079226,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-RhPxhfpg4U.001.wav,True,11.912,0.7941333333333334,6
-RhPxhfpg4U,-RhPxhfpg4U.003,train,-RhPxhfpg4U.003.mp4,3,1,6,0.4859813084112149,0.6145833333333333,0.7472527472527474,0.6990291262135921,0.5888888888888889,0.616822429906542,0.6271470808199553,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-RhPxhfpg4U.003.wav,True,13.866,0.9244,4
-RhPxhfpg4U,-RhPxhfpg4U.005,train,-RhPxhfpg4U.005.mp4,3,1,6,0.5981308411214954,0.8229166666666667,0.7032967032967032,0.6990291262135921,0.6333333333333333,0.7570093457943924,0.6913413341263582,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-RhPxhfpg4U.005.wav,True,13.03,0.8686666666666666,5
-VTqcHNgH7M,-VTqcHNgH7M.002,train,-VTqcHNgH7M.002.mp4,2,2,6,0.5233644859813085,0.6458333333333333,0.6043956043956044,0.6213592233009709,0.5555555555555556,0.5046728971962616,0.5901016405133545,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-VTqcHNgH7M.002.wav,True,14.77,0.9846666666666668,2
-VTqcHNgH7M,-VTqcHNgH7M.003,train,-VTqcHNgH7M.003.mp4,2,2,6,0.4485981308411215,0.6770833333333334,0.5604395604395604,0.5922330097087379,0.6222222222222222,0.5327102803738317,0.5801152513089951,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-VTqcHNgH7M.003.wav,True,14.384,0.9589333333333332,3
-VTqcHNgH7M,-VTqcHNgH7M.004,train,-VTqcHNgH7M.004.mp4,2,2,6,0.4205607476635514,0.53125,0.4285714285714285,0.6116504854368932,0.5,0.4859813084112149,0.4984065323343746,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-VTqcHNgH7M.004.wav,True,15.0,1.0,1
-Wqk9eex6bQ,-Wqk9eex6bQ.002,train,-Wqk9eex6bQ.002.mp4,2,2,6,0.4112149532710281,0.4375,0.4945054945054945,0.5728155339805825,0.4444444444444445,0.4672897196261681,0.4720960852403099,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Wqk9eex6bQ.002.wav,True,11.66,0.7773333333333333,5
-Wqk9eex6bQ,-Wqk9eex6bQ.003,train,-Wqk9eex6bQ.003.mp4,2,2,6,0.5046728971962617,0.40625,0.3846153846153846,0.5533980582524272,0.5222222222222223,0.4299065420560747,0.47423171245725915,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Wqk9eex6bQ.003.wav,True,12.742,0.8494666666666667,5
-Wqk9eex6bQ,-Wqk9eex6bQ.004,train,-Wqk9eex6bQ.004.mp4,2,2,6,0.2897196261682243,0.3125,0.4395604395604395,0.6310679611650486,0.4,0.3644859813084112,0.41456960537874243,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Wqk9eex6bQ.004.wav,True,13.74,0.916,4
-Wqk9eex6bQ,-Wqk9eex6bQ.005,train,-Wqk9eex6bQ.005.mp4,2,2,6,0.3738317757009345,0.46875,0.4945054945054945,0.6019417475728155,0.4444444444444445,0.4579439252336448,0.47669469244473783,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-Wqk9eex6bQ.005.wav,True,13.364,0.8909333333333334,3
-aU2FN5pkWA,-aU2FN5pkWA.001,train,-aU2FN5pkWA.001.mp4,2,2,5,0.7850467289719627,0.6979166666666666,0.7692307692307692,0.6407766990291262,0.7333333333333333,0.7570093457943924,0.7252608394463715,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-aU2FN5pkWA.001.wav,True,13.272,0.8848,2
-aU2FN5pkWA,-aU2FN5pkWA.004,train,-aU2FN5pkWA.004.mp4,2,2,5,0.5140186915887851,0.4895833333333333,0.5934065934065933,0.6310679611650486,0.5777777777777777,0.5794392523364486,0.5611708714543076,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-aU2FN5pkWA.004.wav,True,12.294,0.8196,5
-agCXYgb7pI,-agCXYgb7pI.004,train,-agCXYgb7pI.004.mp4,3,1,5,0.4392523364485981,0.5416666666666666,0.6043956043956044,0.6407766990291262,0.4444444444444445,0.514018691588785,0.534107150196888,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-agCXYgb7pI.004.wav,True,14.028,0.9352,4
-awAu11kBZ0,-awAu11kBZ0.000,train,-awAu11kBZ0.000.mp4,2,2,5,0.4485981308411215,0.4791666666666667,0.4615384615384615,0.4174757281553398,0.5666666666666667,0.439252336448598,0.47468913077365127,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-awAu11kBZ0.000.wav,True,14.638,0.9758666666666668,3
-c2HtptBFxY,-c2HtptBFxY.002,train,-c2HtptBFxY.002.mp4,1,2,4,0.6168224299065421,0.5833333333333333,0.5274725274725275,0.3495145631067961,0.4333333333333333,0.3925233644859813,0.5020952374305063,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-c2HtptBFxY.002.wav,True,14.736,0.9824,3
-c_tyGzShwk,-c_tyGzShwk.004,train,-c_tyGzShwk.004.mp4,2,2,5,0.7757009345794394,0.7500000000000001,0.7032967032967032,0.5533980582524272,0.7555555555555554,0.6915887850467289,0.7075902503368251,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-c_tyGzShwk.004.wav,True,14.966,0.9977333333333332,1
-fXqnCljdm0,-fXqnCljdm0.000,train,-fXqnCljdm0.000.mp4,3,1,5,0.0934579439252336,0.2708333333333333,0.2857142857142857,0.1262135922330096,0.2888888888888888,0.1775700934579439,0.2130216088189502,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-fXqnCljdm0.000.wav,True,13.32,0.888,5
-fXqnCljdm0,-fXqnCljdm0.003,train,-fXqnCljdm0.003.mp4,3,1,5,0.0186915887850467,0.0208333333333333,0.1538461538461538,0.0485436893203883,0.1888888888888889,0.0654205607476635,0.0861607308347622,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-fXqnCljdm0.003.wav,True,12.646,0.8430666666666667,5
-fqiCqZtgYs,-fqiCqZtgYs.001,train,-fqiCqZtgYs.001.mp4,2,1,4,0.308411214953271,0.4270833333333333,0.2417582417582417,0.3592233009708738,0.4111111111111111,0.3457943925233644,0.3495174404253662,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-fqiCqZtgYs.001.wav,True,14.606,0.9737333333333332,3
-fqiCqZtgYs,-fqiCqZtgYs.002,train,-fqiCqZtgYs.002.mp4,2,1,4,0.2710280373831776,0.3333333333333333,0.2637362637362637,0.3203883495145631,0.5777777777777777,0.2429906542056074,0.3532527523490231,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-fqiCqZtgYs.002.wav,True,14.482,0.9654666666666666,2
-fqiCqZtgYs,-fqiCqZtgYs.003,train,-fqiCqZtgYs.003.mp4,2,1,4,0.2336448598130841,0.3229166666666666,0.2967032967032966,0.2233009708737864,0.4,0.2149532710280373,0.2953131588113667,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-fqiCqZtgYs.003.wav,True,14.028,0.9352,4
-mt-IKgGhuY,-mt-IKgGhuY.004,train,-mt-IKgGhuY.004.mp4,2,1,4,0.4485981308411215,0.6875,0.7142857142857143,0.4563106796116505,0.6666666666666666,0.5887850467289719,0.5946722382810307,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-mt-IKgGhuY.004.wav,True,14.19,0.946,3
-utrsarZeIY,-utrsarZeIY.001,train,-utrsarZeIY.001.mp4,2,2,4,0.5046728971962617,0.4583333333333333,0.5824175824175825,0.5728155339805825,0.6222222222222222,0.5514018691588785,0.5480923138299965,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-utrsarZeIY.001.wav,True,12.93,0.862,6
-utrsarZeIY,-utrsarZeIY.004,train,-utrsarZeIY.004.mp4,2,2,4,0.5233644859813085,0.3333333333333333,0.5164835164835165,0.4368932038834952,0.4111111111111111,0.4205607476635514,0.44423713015855293,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-utrsarZeIY.004.wav,True,12.326,0.8217333333333333,5
-zNyDPzId4E,-zNyDPzId4E.001,train,-zNyDPzId4E.001.mp4,1,1,3,0.2897196261682243,0.4270833333333333,0.4615384615384615,0.2912621359223301,0.5222222222222223,0.2523364485981308,0.3983651558369143,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-zNyDPzId4E.001.wav,True,13.452,0.8968,5
-zNyDPzId4E,-zNyDPzId4E.003,train,-zNyDPzId4E.003.mp4,1,1,3,0.4859813084112149,0.53125,0.5164835164835165,0.3980582524271845,0.6666666666666666,0.4205607476635514,0.5196879487977165,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\-zNyDPzId4E.003.wav,True,12.414,0.8276,7
01qN-BqJXRM,01qN-BqJXRM.005,train,01qN-BqJXRM.005.mp4,2,2,5,0.4299065420560748,0.4895833333333333,0.4175824175824176,0.3592233009708738,0.5222222222222223,0.3271028037383177,0.4437035632329843,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\01qN-BqJXRM.005.wav,True,13.996,0.9330666666666668,4
04oq2yrBwMg,04oq2yrBwMg.001,train,04oq2yrBwMg.001.mp4,2,1,5,0.4112149532710281,0.4166666666666667,0.4175824175824176,0.2912621359223301,0.5111111111111111,0.3738317757009345,0.4095674569107107,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\04oq2yrBwMg.001.wav,True,13.092,0.8728,6
04oq2yrBwMg,04oq2yrBwMg.004,train,04oq2yrBwMg.004.mp4,2,1,5,0.2242990654205607,0.3333333333333333,0.3186813186813186,0.3300970873786408,0.3666666666666667,0.2803738317757009,0.314615494296104,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\04oq2yrBwMg.004.wav,True,7.272,0.4848,6
05l5bteT_qA,05l5bteT_qA.000,train,05l5bteT_qA.000.mp4,2,2,4,0.6168224299065421,0.6354166666666666,0.5714285714285714,0.6213592233009709,0.6666666666666666,0.5794392523364486,0.6223387115938835,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\05l5bteT_qA.000.wav,True,12.934,0.8622666666666666,5
05l5bteT_qA,05l5bteT_qA.001,train,05l5bteT_qA.001.mp4,2,2,4,0.6448598130841123,0.59375,0.5714285714285714,0.5048543689320388,0.7555555555555554,0.5420560747663551,0.6140896618000556,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\05l5bteT_qA.001.wav,True,13.258,0.8838666666666666,4
0C6i34q2-f8,0C6i34q2-f8.000,train,0C6i34q2-f8.000.mp4,2,1,3,0.3644859813084112,0.3437499999999999,0.4395604395604395,0.4077669902912622,0.4555555555555555,0.3271028037383177,0.40222379334313363,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0C6i34q2-f8.000.wav,True,10.182,0.6788000000000001,5
0C6i34q2-f8,0C6i34q2-f8.001,train,0C6i34q2-f8.001.mp4,2,1,3,0.3738317757009345,0.3333333333333333,0.4175824175824176,0.3495145631067961,0.3444444444444444,0.4205607476635514,0.3637413068335852,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0C6i34q2-f8.001.wav,True,10.698,0.7132000000000001,4
0C6i34q2-f8,0C6i34q2-f8.003,train,0C6i34q2-f8.003.mp4,2,1,3,0.5046728971962617,0.4895833333333333,0.5164835164835165,0.4660194174757281,0.6444444444444444,0.4766355140186915,0.5242407217866567,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0C6i34q2-f8.003.wav,True,13.898,0.9265333333333332,4
0D7W2pR4RpQ,0D7W2pR4RpQ.004,train,0D7W2pR4RpQ.004.mp4,2,2,6,0.5420560747663552,0.4375,0.5384615384615384,0.5048543689320388,0.6666666666666666,0.4953271028037382,0.5379077297653198,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0D7W2pR4RpQ.004.wav,True,13.154,0.8769333333333333,6
0FVu7VKIg2s,0FVu7VKIg2s.000,train,0FVu7VKIg2s.000.mp4,2,1,5,0.3925233644859813,0.4895833333333333,0.4835164835164835,0.4174757281553398,0.5,0.3925233644859813,0.45661978189822766,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0FVu7VKIg2s.000.wav,True,11.724,0.7816,5
0G9vplL8ae8,0G9vplL8ae8.001,train,0G9vplL8ae8.001.mp4,2,1,3,0.4018691588785047,0.40625,0.3186813186813186,0.3592233009708738,0.4777777777777778,0.2897196261682243,0.39276031126169497,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0G9vplL8ae8.001.wav,True,13.25,0.8833333333333333,6
0G9vplL8ae8,0G9vplL8ae8.003,train,0G9vplL8ae8.003.mp4,2,1,3,0.4018691588785047,0.46875,0.5164835164835165,0.4077669902912622,0.5777777777777777,0.4112149532710279,0.47452948868621225,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0G9vplL8ae8.003.wav,True,13.376,0.8917333333333333,7
0LqfKzp11kg,0LqfKzp11kg.000,train,0LqfKzp11kg.000.mp4,2,1,3,0.4672897196261683,0.5208333333333334,0.5824175824175825,0.2427184466019417,0.7222222222222221,0.439252336448598,0.5070962608402496,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0LqfKzp11kg.000.wav,True,11.976,0.7984000000000001,5
0MB91ku0eEw,0MB91ku0eEw.003,train,0MB91ku0eEw.003.mp4,2,1,6,0.5981308411214954,0.5520833333333334,0.8021978021978021,0.5728155339805825,0.5222222222222223,0.6074766355140186,0.609489946571087,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0MB91ku0eEw.003.wav,True,14.346,0.9564,4
0ObEtA6Q8vU,0ObEtA6Q8vU.002,train,0ObEtA6Q8vU.002.mp4,2,2,4,0.6822429906542057,0.7083333333333334,0.7802197802197802,0.6116504854368932,0.7777777777777777,0.6542056074766355,0.712044873484398,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0ObEtA6Q8vU.002.wav,True,14.514,0.9676,2
0ObEtA6Q8vU,0ObEtA6Q8vU.003,train,0ObEtA6Q8vU.003.mp4,2,2,4,0.5794392523364487,0.6354166666666666,0.5604395604395604,0.6504854368932039,0.611111111111111,0.6635514018691588,0.6073784054893981,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\0ObEtA6Q8vU.003.wav,True,13.57,0.9046666666666668,6
