clip_id,split,pc1,pc2
1DCnIad1Y0w.002,train,14.691605,0.28238073
1Gn4GX8miWQ.000,train,-9.101013,-2.9579527
1Gn4GX8miWQ.001,train,-5.63308,-2.342052
1Gn4GX8miWQ.002,train,-7.113976,0.34025386
1Gn4GX8miWQ.003,train,-4.8953314,-0.89415425
1Gn4GX8miWQ.004,train,-4.545029,-0.3486789
1Gn4GX8miWQ.005,train,-8.190506,-1.2239313
1Kb5d-w3YJ8.002,train,-8.996733,1.2319698
1Lv72Si4GnY.001,train,9.976248,-5.1241555
1OGu_7IljCo.004,train,-8.616836,0.6368832
1RMdiCbNNh4.003,train,14.000819,-12.271363
1RMdiCbNNh4.005,train,9.3831005,-11.325988
1S0SxmfbOus.002,train,-12.356044,1.6577922
1UaqZEUUk9I.000,train,-0.18883994,-1.6625683
1UaqZEUUk9I.002,train,-3.4654355,1.5907735
1W7XLdNpEgc.001,train,10.458522,12.654872
1W7XLdNpEgc.005,train,11.235046,7.707127
1Wh2mIFrGvk.001,train,32.10578,6.0942593
1XqMZQu_pP4.002,train,7.6804934,-0.08190592
1YsZ4GPpyBA.004,train,4.1389003,-2.7662868
1YsZ4GPpyBA.005,train,7.6797934,-3.021629
1ZqHFoxLz54.000,train,3.3842816,1.0326972
1cqwKxx6GF8.001,train,3.246233,-12.366431
1cqwKxx6GF8.004,train,4.2602205,-9.672581
1cqwKxx6GF8.005,train,-0.51700395,-8.698186
1dOaM7zWPo8.000,train,-7.138233,-1.3424346
1eOvtoZCie8.000,train,-0.33337292,-0.007813821
1eOvtoZCie8.002,train,-1.6163017,1.5677472
1eOvtoZCie8.004,train,-1.0012913,-0.59454066
1eOvtoZCie8.005,train,-2.328868,7.8004375
1fsFL_qNYlQ.001,train,-10.44201,-9.241722
1fsFL_qNYlQ.005,train,-10.945715,-10.086212
1hpZ2ecWqtI.002,train,-11.665843,-0.03730742
1hpZ2ecWqtI.003,train,-9.352563,4.298572
1hpZ2ecWqtI.005,train,-9.874061,0.034460258
1izSTcQI7H4.000,train,-16.297123,-2.9386597
1izSTcQI7H4.004,train,-16.982706,-3.2001586
1jC4vsQsjwM.002,train,-11.642029,-5.9694033
1jC4vsQsjwM.004,train,-13.342001,-7.8589516
1jC4vsQsjwM.005,train,-9.178137,-8.11649
1m67onLoRwY.000,train,-14.552488,1.3172243
1m67onLoRwY.003,train,-11.6702385,-5.166578
1mHjMNZZvFo.000,train,-1.3136389,-4.598466
1mHjMNZZvFo.003,train,-3.9819727,-1.5198722
1mHjMNZZvFo.004,train,-3.7426608,-1.280411
1mHjMNZZvFo.005,train,-2.8362951,-1.185598
1mODTfLRGdI.000,train,-6.587627,-8.586327
1mODTfLRGdI.001,train,-4.770608,-13.691044
1mODTfLRGdI.003,train,-7.701762,-11.990771
1mReUxIEuw0.000,train,16.172985,1.2610524
1mReUxIEuw0.005,train,18.239721,-2.9978116
1mdMhaq5p4w.001,train,16.780241,-7.331212
1mdMhaq5p4w.002,train,19.15082,-0.012733386
1mdMhaq5p4w.004,train,22.001938,-4.616176
1mdMhaq5p4w.005,train,25.66703,0.18542753
1mfrM-FT-5E.000,train,-3.7059362,13.804269
1pm5uoU85FI.000,train,11.284531,-0.093837306
1pm5uoU85FI.001,train,19.954405,0.893561
1pm5uoU85FI.003,train,-0.90938073,3.9418597
1q-N_zbsAg0.000,train,-1.4073894,-6.781461
1q-N_zbsAg0.001,train,-1.166432,-0.15918678
1q-N_zbsAg0.003,train,-3.0373747,1.0490752
1q-N_zbsAg0.004,train,-4.145419,-10.204822
1sjXuXtx9-E.000,train,5.495234,-10.502543
1tPH6PNeOSk.002,train,13.519571,0.62435627
1tPH6PNeOSk.004,train,7.3118095,2.855387
1uCO2d0pFg0.000,train,-4.2506943,-0.17830561
1wWMWbl6ILg.004,train,4.7880993,5.8321795
1yIGI42lzak.001,train,6.5920386,8.888372
1yIGI42lzak.002,train,0.7548949,8.77219
1yIGI42lzak.003,train,-0.07179822,6.9879804
1yIGI42lzak.005,train,2.0460002,6.644967
1yjRBwUiYxs.005,train,-15.946192,-3.3223107
2-LDYe7OXZU.000,train,-3.704183,5.859413
2-LDYe7OXZU.001,train,-2.424135,3.3185434
2-LDYe7OXZU.003,train,-4.26799,10.801066
2-LDYe7OXZU.005,train,-2.835338,5.862217
26ZnknvfdNM.001,train,-3.9669652,2.2685401
26ZnknvfdNM.002,train,-7.0073166,3.9255207
26ZnknvfdNM.003,train,-3.713282,3.457056
26ZnknvfdNM.004,train,-7.8516283,3.528162
29UCGJldICw.005,train,19.172098,-0.2618489
2AV8m02PjdU.000,train,23.921125,-0.22344983
2AV8m02PjdU.002,train,24.52626,-0.3901947
2AV8m02PjdU.003,train,16.75146,5.0694456
2AYq7CdNXNo.000,train,2.4267924,-8.630789
2AYq7CdNXNo.001,train,3.187995,-7.76966
2AYq7CdNXNo.003,train,0.2523607,-9.933868
2AYq7CdNXNo.004,train,6.291973,-10.697107
2DZb5yIc6Fg.001,train,-11.297619,8.978423
2DZb5yIc6Fg.002,train,-15.252623,-1.8747993
2DZb5yIc6Fg.003,train,-12.074965,4.4795465
2Fgn78rYjPM.005,train,-7.025525,-0.21132205
2GHz8LYflE0.000,train,29.038303,-20.557037
2HE6cw3HFPk.001,train,10.257733,-5.378959
2HE6cw3HFPk.003,train,-0.3188868,-2.9626143
2IwWILRuuNU.003,train,-11.382426,1.6600502
2IwWILRuuNU.004,train,-8.875528,2.375667
2IwWILRuuNU.005,train,-8.232844,1.8261714
2KSBoJZMcMU.003,train,-12.3595,-0.6653745
2KSBoJZMcMU.004,train,-10.568135,0.35917833
2KSBoJZMcMU.005,train,-9.545631,-2.2667472
2Lgd2Ye-1L8.000,train,-4.9134507,-0.5116033
2NNYN1ZCJhw.003,train,-4.400944,-6.2456293
2OAA4slRc5M.004,train,-5.549471,6.764667
2P1FbMJLUAs.000,train,26.605503,10.185081
2P1FbMJLUAs.003,train,34.74105,0.45988992
2P1FbMJLUAs.005,train,38.909973,0.6128593
2PSGksTyrnI.001,train,-14.343974,-6.1089816
2PSGksTyrnI.003,train,-11.971259,2.8578463
2PSGksTyrnI.004,train,-7.1053457,2.218122
2PSGksTyrnI.005,train,-9.015231,-1.8554542
2RQGNwx_nlI.000,train,4.7911377,-6.1861954
2SzC9dm4Yy4.002,train,41.74018,-6.85256
2T3oK1Gse2g.000,train,8.7718935,3.1486344
2T3oK1Gse2g.002,train,21.175241,1.7502217
2TMl5EMrdVI.002,train,24.451778,5.210245
2TMl5EMrdVI.003,train,-0.9928999,13.939162
2TMl5EMrdVI.004,train,11.748441,13.360409
2TMl5EMrdVI.005,train,7.7206407,22.323523
2TXrDZgbDHE.001,train,6.405741,12.858554
2TXrDZgbDHE.005,train,12.432194,11.50139
2TbU3Eg2i4A.003,train,-3.620644,-11.107702
2TbU3Eg2i4A.004,train,-13.415094,-5.9200773
2TbU3Eg2i4A.005,train,-4.701589,2.1194615
2UqnC_rFcRQ.001,train,-19.55141,-2.519616
2UqnC_rFcRQ.002,train,-18.079319,-0.9142504
2UqnC_rFcRQ.003,train,-16.094818,-5.2562838
2WuhWF4fAOQ.001,train,34.60691,-19.426939
2WuhWF4fAOQ.002,train,20.055231,-15.985961
2WuhWF4fAOQ.003,train,14.87079,-6.019996
2WuhWF4fAOQ.004,train,15.234524,-15.767191
2_OOIcYfLV0.003,train,22.56542,-7.4810934
2bAsXLQjlt8.001,train,-18.30889,-5.3851852
2bAsXLQjlt8.002,train,-16.888351,-7.9760203
2bAsXLQjlt8.004,train,-19.469246,-6.6584196
2bAsXLQjlt8.005,train,-19.356716,-5.512401
2ceHmUmguzk.000,train,14.853694,13.980215
2ceHmUmguzk.001,train,11.215975,12.45186
2ceHmUmguzk.002,train,10.192381,17.016447
2ceHmUmguzk.005,train,5.0452585,7.5304604
2d6btbaNdfo.004,train,7.518081,8.869761
2f7rLXwzP3s.000,train,21.694683,-19.87893
2f7rLXwzP3s.002,train,20.469393,-19.846828
2fzLibPAtvI.004,train,20.394033,-14.077457
2fzLibPAtvI.005,train,17.658922,-13.468803
2hhqEWiv4eI.000,train,-16.931099,-3.8533328
2hhqEWiv4eI.001,train,-18.954983,-4.185139
2hhqEWiv4eI.002,train,-15.92757,-4.1746364
2hhqEWiv4eI.004,train,-15.385549,-5.2463346
2kqPuht5jTg.002,train,-7.4906554,-3.480168
2kqPuht5jTg.004,train,-10.517574,0.8317283
2kqPuht5jTg.005,train,-10.317344,-2.2972965
2mfmw63l88g.001,train,-1.8235631,15.107818
2mfmw63l88g.003,train,-4.81838,13.737917
2mfmw63l88g.004,train,-3.2897978,12.683084
2mfmw63l88g.005,train,-2.6543837,14.829762
2mgj9ncREyA.000,train,0.6803425,-2.4079392
2mgj9ncREyA.005,train,16.694412,-2.6810856
2oEUp9sGRGk.000,train,-7.5617657,5.5206075
2oEUp9sGRGk.001,train,-3.0735273,4.4252434
2oiXF5_gTyk.001,train,0.71347135,0.73367476
2oiXF5_gTyk.002,train,5.936279,3.004311
2oiXF5_gTyk.003,train,0.15541758,-1.6739321
2pNKs0i3YkY.002,train,29.861242,2.806412
2q7ZwMoPvok.000,train,16.194086,0.15598434
2q8orkMs2Jg.000,train,22.75031,-1.3405234
2q8orkMs2Jg.003,train,41.377644,-4.889996
2q8orkMs2Jg.005,train,30.711784,-6.0674796
2r5NVi3SZ2I.000,train,5.648607,1.2256618
2rV3Ibtdnvs.000,train,-13.740706,-4.384264
2uAJJH7B5aw.000,train,-11.011294,5.2527676
2uAJJH7B5aw.001,train,-7.9701295,3.5162215
2uAJJH7B5aw.003,train,-9.898731,3.5645692
2x8GZaBY6TM.001,train,-14.575874,-1.0209585
2x8GZaBY6TM.002,train,-13.581587,-0.06706935
2x8GZaBY6TM.003,train,-17.068544,-2.7034376
2yUnXroXyeI.003,train,-8.65065,-7.7928014
300gK3CnzW0.000,train,-8.056677,10.607834
300gK3CnzW0.002,train,-7.106489,5.259242
300gK3CnzW0.004,train,-4.8082633,7.656945
32XmVytuwQc.001,train,3.478806,-13.344516
35-2f1y0guA.000,train,-5.4242983,8.1725855
36NZ0sHWQFg.001,train,3.9428113,26.760426
36sZ__mv_KY.003,train,-7.15853,0.9545096
38fE5B4ghw0.000,train,15.098447,-12.552321
38fE5B4ghw0.002,train,17.144068,-12.20124
38fE5B4ghw0.003,train,14.214273,-12.858491
38fE5B4ghw0.004,train,14.6443205,-12.38345
38fE5B4ghw0.005,train,21.480288,-12.233979
39BJkEXJpgc.001,train,0.0001990728,-1.7475164
39BJkEXJpgc.003,train,-3.055955,-2.9774158
39BJkEXJpgc.005,train,0.9413515,-1.3386097
39o1zJFeM7E.001,train,-1.3534536,-2.635628
39o1zJFeM7E.002,train,0.43468383,-1.4993522
39o1zJFeM7E.003,train,1.4456388,-1.0976944
39o1zJFeM7E.004,train,16.873661,1.7196108
3AyjQQYmqU4.000,train,-4.365267,0.69434506
3AyjQQYmqU4.001,train,-7.043704,-1.0640622
3AyjQQYmqU4.003,train,-9.546134,1.6575357
3DURnr95fMg.000,train,-9.853283,7.1599927
3DURnr95fMg.002,train,8.201255,23.545675
3DURnr95fMg.004,train,-1.361209,12.509257
3GylAjrajHs.003,train,-4.8504415,0.9477729
3GylAjrajHs.004,train,-4.6808805,-1.2664654
3HA2W1s4oP8.000,train,-15.331069,-3.5442698
3HA2W1s4oP8.001,train,-15.162895,-0.85422146
3HA2W1s4oP8.002,train,-11.711519,-0.8331342
3HA2W1s4oP8.003,train,-16.595837,-1.1957047
3J7Cl3FXs1o.001,train,3.850551,-0.17057838
3J7Cl3FXs1o.004,train,-4.889596,-3.5550728
3JAFkk42zPs.004,train,-11.158702,6.5542774
3JAFkk42zPs.005,train,-13.293633,3.330025
3JzvXA-Zfbs.000,train,-7.3773694,-2.6129951
3JzvXA-Zfbs.001,train,-10.502759,1.8407851
3JzvXA-Zfbs.002,train,-4.902378,-1.6182283
3JzvXA-Zfbs.003,train,-7.3196645,-4.741896
3K16KyiAZHw.004,train,6.9701214,-2.274347
3LAaFUSGvsU.001,train,-21.888897,-0.8123972
3LAaFUSGvsU.003,train,-21.241577,-2.1031556
3LAaFUSGvsU.004,train,-22.891018,-3.587273
3OoQBXWTGfE.000,train,-9.214452,-1.15628
3OoQBXWTGfE.001,train,-9.53377,3.7453892
3OoQBXWTGfE.002,train,-10.567333,-2.5983942
3OoQBXWTGfE.004,train,-13.559606,1.6118785
3P_D_bd-_NM.000,train,-1.8538595,8.862142
3P_D_bd-_NM.001,train,8.196761,0.96328706
3P_D_bd-_NM.003,train,-2.6748052,2.8127024
3P_D_bd-_NM.005,train,-3.3419962,-0.58473814
3Q3SB1dVAng.000,train,-5.5729413,-7.589256
3Q3SB1dVAng.001,train,-5.931061,-7.8333535
3Q3SB1dVAng.002,train,-1.0881,-7.6873264
3Q3SB1dVAng.003,train,1.4375117,-10.955441
3Q3SB1dVAng.005,train,1.6629369,-6.7834616
3R2LrAKCWr8.001,train,-10.393214,-8.043883
3R2LrAKCWr8.002,train,-12.305389,-5.9991565
3RhBqNzCMG8.001,train,9.189174,-4.796163
3S72dDIm1fM.000,train,-13.742413,-2.6074655
3S72dDIm1fM.001,train,-17.321672,1.3708307
3S8QUGYVf_w.000,train,-13.779375,-2.4693651
3S8QUGYVf_w.001,train,-18.19835,-3.4427311
3S8QUGYVf_w.003,train,-18.295797,-2.7513638
3S8QUGYVf_w.004,train,-17.127825,-2.322566
3Sj-GZ3YXWs.000,train,-10.918107,4.0318885
3Sj-GZ3YXWs.001,train,-7.9012904,9.3988
3Sj-GZ3YXWs.002,train,-6.861082,7.138406
3Sj-GZ3YXWs.004,train,-10.33088,0.2337302
3Sj-GZ3YXWs.005,train,-11.655164,7.768167
3VTL2kFt17M.000,train,3.5916886,-10.641759
3VTL2kFt17M.002,train,29.826775,0.56381935
3VTL2kFt17M.004,train,15.30864,2.2137258
3VTL2kFt17M.005,train,13.79602,-1.8602277
3Vr5-zedeWk.000,train,-16.656914,1.2781335
3Vr5-zedeWk.002,train,-9.74398,4.9242005
3Vr5-zedeWk.003,train,-10.489681,1.6291778
3Vr5-zedeWk.004,train,-12.758112,0.32811388
3Vr5-zedeWk.005,train,-8.007629,-1.11594
3VyriB3isO8.001,train,17.524347,12.763584
3VyriB3isO8.004,train,11.520057,11.5137825
3WPXm_5f4Lw.002,train,40.829376,0.07471073
3WmWJ1lNy-U.000,train,-8.823875,1.338405
3WmWJ1lNy-U.001,train,0.06965779,5.0336742
3WoXkI06zGk.001,train,41.803703,5.417808
3WoXkI06zGk.002,train,36.840454,3.2163568
3WoXkI06zGk.003,train,40.108624,5.3712244
3ZwXifihvtA.000,train,21.27971,13.275911
3b9fhd-EDaY.001,train,-5.471181,2.0689602
3ccY8jYkI5o.000,train,-1.3554502,2.3705723
3ccY8jYkI5o.002,train,-2.5252297,-1.2200617
3ccY8jYkI5o.004,train,-1.9460323,3.6600194
3ccY8jYkI5o.005,train,-1.1549658,1.2888275
3df_Uk9EmwU.000,train,28.196346,-16.665144
3df_Uk9EmwU.001,train,25.521605,-15.379125
3df_Uk9EmwU.004,train,27.649277,-13.777881
3df_Uk9EmwU.005,train,27.212889,-17.206478
3g6Ab-BIbR4.001,train,-5.6611485,-5.5303636
3gKpBq-1yG4.000,train,2.963853,2.0532286
3gKpBq-1yG4.001,train,-1.6933475,1.9641287
3gKpBq-1yG4.002,train,14.824028,2.5855877
3gKpBq-1yG4.003,train,4.6669497,3.1025515
3gKpBq-1yG4.004,train,0.6079768,2.5470238
3gKpBq-1yG4.005,train,17.243868,4.716703
3gmc2kLV4Bo.002,train,-0.061437044,-2.0812519
3hKgh9AB3tk.001,train,-9.256315,-3.059057
3hKgh9AB3tk.002,train,-5.036733,2.8464835
3hKgh9AB3tk.005,train,-14.484555,-3.8087883
3lV-sr3NOUo.003,train,-11.830168,3.1105635
3lV-sr3NOUo.004,train,-6.5726433,1.7156326
3nxH1f6IQjQ.000,train,-2.155487,0.2116572
3orJLMVqWYw.000,train,17.129683,1.4446677
3orJLMVqWYw.004,train,13.639799,3.797785
3pJZOCtAzYE.001,train,6.9820046,-6.447141
3tPq9fNOXZQ.001,train,4.2852254,11.771054
3tPq9fNOXZQ.002,train,6.7501574,8.7190485
3tPq9fNOXZQ.003,train,1.6083325,7.446408
3tPq9fNOXZQ.005,train,4.271427,13.237269
3taD1fEPfC8.001,train,-2.5571256,3.0416198
3taD1fEPfC8.002,train,-8.697019,3.5259705
3taD1fEPfC8.003,train,-5.8200817,0.056643903
3taD1fEPfC8.004,train,-5.3940434,0.47972152
3wRj39GKLJ0.001,train,-10.290744,5.433202
3wgZrRMosvY.002,train,-4.399443,3.5501373
3wgZrRMosvY.003,train,-8.036985,7.1596003
3y3au0hVfm8.001,train,-3.6845632,-6.704181
3ySH8eJQRCI.001,train,-18.480925,-2.851389
3ySH8eJQRCI.002,train,-20.16298,-2.1478214
3ySH8eJQRCI.003,train,-19.489252,-2.327724
3ySH8eJQRCI.004,train,-17.458502,-3.8132362
3ySH8eJQRCI.005,train,-20.272667,-1.0462403
3yU-7AXnFCM.002,train,16.455538,25.732378
3yU-7AXnFCM.003,train,-4.240977,2.1442034
3zAyM2edy1g.000,train,14.170864,8.532098
3zAyM2edy1g.001,train,28.427752,12.280629
3zAyM2edy1g.004,train,17.54441,9.600964
40rn4A64Bdk.001,train,-7.7394414,-7.322331
40rn4A64Bdk.003,train,-5.145387,-3.71384
41NNb7cucVo.000,train,13.509813,4.2534127
41NNb7cucVo.001,train,10.908589,2.9911964
41NNb7cucVo.002,train,15.391996,2.486304
41NNb7cucVo.003,train,16.423258,1.2151598
43tayteIFRk.005,train,-17.891022,-3.1760685
44rxmXiga90.001,train,-9.649818,4.48327
44rxmXiga90.002,train,-0.027442636,6.976198
44rxmXiga90.003,train,-12.629842,8.406653
44rxmXiga90.004,train,-10.279831,3.3492248
44rxmXiga90.005,train,-1.9940547,12.922676
45SH4ohAH3M.000,train,-13.614864,-3.1659412
45SH4ohAH3M.001,train,-13.521458,-2.8973458
45SH4ohAH3M.005,train,-9.759392,-5.458577
48S9_KZvzVw.001,train,-13.918603,-0.57661796
48S9_KZvzVw.003,train,-13.40287,-2.3723483
48S9_KZvzVw.004,train,-17.111917,-3.41223
48S9_KZvzVw.005,train,-14.370445,-0.6466966
495hLlCEW64.001,train,6.057822,-6.9831767
495hLlCEW64.002,train,21.079384,-5.973228
495hLlCEW64.003,train,4.856675,-10.196938
4CSV8L7aVik.000,train,33.64395,-8.4481125
4CiR99jTzso.000,train,32.08038,2.4472723
4F-WBGPXiqQ.001,train,-6.338774,1.7045776
4ICb270oLpE.000,train,-11.047653,-9.959474
4ICb270oLpE.002,train,-10.690059,-10.501199
4JYmE9a21aI.002,train,-12.465512,-3.8542025
4JYmE9a21aI.004,train,-7.2440915,-2.637839
4JjpfL4y3XM.000,train,7.3845677,13.80898
4JjpfL4y3XM.001,train,6.1499968,17.339046
4KD3XCMsIBs.004,train,8.769893,-12.052606
4LZJvOecyM8.001,train,1.6282332,9.174771
4LZJvOecyM8.002,train,7.651664,2.746953
4LZJvOecyM8.005,train,26.358152,11.844017
4NzqG0XwOWg.002,train,0.82486886,2.5458505
