clip_id,gt_extraversion,gt_neuroticism,gt_agreeableness,gt_conscientiousness,gt_openness,pred_extraversion,pred_neuroticism,pred_agreeableness,pred_conscientiousness,pred_openness,abs_err_extraversion,abs_err_neuroticism,abs_err_agreeableness,abs_err_conscientiousness,abs_err_openness,mae_per_sample,embedding_row_index,embedding_norm_raw,distance_to_train_centroid_scaled,pc1,pc2,error_group
-utrsarZeIY.004,0.5233645,0.33333334,0.51648355,0.4368932,0.41111112,0.47419417,0.48805267,0.5186716,0.47014204,0.51936716,0.049170329999999984,0.15471933000000004,0.002188049999999997,0.03324884,0.10825604000000005,0.06951651800000001,27,2.1152077,26.0522,-11.262861,-6.1984687,middle_80pct
-wO0oBNlEvY.005,0.44859812,0.5520833,0.47252747,0.46601942,0.64444447,0.50352526,0.60838395,0.63569003,0.5933544,0.63843936,0.054927139999999985,0.05630064999999995,0.16316256,0.12733497999999993,0.006005110000000036,0.08154608799999999,28,1.8924628,24.422174,3.6127934,-3.7659645,middle_80pct
-zNyDPzId4E.000,0.57009345,0.5104167,0.5714286,0.44660193,0.73333335,0.5578566,0.55070317,0.5749978,0.5377732,0.610003,0.012236849999999966,0.040286470000000074,0.00356920000000005,0.09117126999999997,0.12333035000000003,0.05411882800000002,29,1.8466859,30.737066,-13.049681,-10.612675,middle_80pct
-zNyDPzId4E.001,0.2897196,0.42708334,0.46153846,0.29126215,0.5222222,0.57889587,0.58754647,0.57042336,0.5512411,0.65923226,0.28917626999999996,0.16046313000000006,0.10888490000000006,0.25997895000000004,0.13701006000000004,0.19110266200000003,30,1.9766313,26.96532,-8.148188,-7.74461,highest_error_10pct
-zNyDPzId4E.003,0.48598132,0.53125,0.51648355,0.39805827,0.6666667,0.5306965,0.5165329,0.5529725,0.48413914,0.6067722,0.04471518000000002,0.014717100000000038,0.036488949999999964,0.08608087000000003,0.05989449999999996,0.04837932,31,2.0685112,30.859955,-15.338435,-9.802135,middle_80pct
0FVu7VKIg2s.000,0.39252338,0.48958334,0.48351648,0.41747573,0.5,0.41616362,0.46116003,0.5309428,0.4551081,0.508969,0.023640240000000035,0.02842330999999998,0.04742632000000002,0.037632370000000026,0.008969000000000005,0.029218248000000013,32,2.1258047,25.839903,-3.5276818,0.094855115,lowest_error_10pct
0ObEtA6Q8vU.001,0.682243,0.7708333,0.61538464,0.5631068,0.64444447,0.57664806,0.565052,0.5927224,0.5058855,0.6320341,0.10559494000000003,0.20578130000000006,0.022662240000000056,0.05722130000000003,0.012410370000000004,0.08073403000000004,33,2.0695243,24.925585,1.0891944,-1.6730642,middle_80pct
0ObEtA6Q8vU.002,0.682243,0.7083333,0.7802198,0.61165047,0.7777778,0.5257216,0.5838192,0.5836313,0.59243727,0.60896134,0.15652140000000003,0.12451410000000007,0.19658850000000005,0.01921319999999993,0.16881645999999995,0.133130732,34,1.9590737,22.86008,8.007536,-0.22109166,middle_80pct
0ObEtA6Q8vU.003,0.5794392,0.6354167,0.5604396,0.65048546,0.6111111,0.42612156,0.47083068,0.53047967,0.45963943,0.5127984,0.15331764000000003,0.16458601999999994,0.02995993000000008,0.19084602999999994,0.09831270000000003,0.127404464,35,2.0353458,25.534796,3.3822422,0.26821464,middle_80pct
0ObEtA6Q8vU.004,0.62616825,0.6979167,0.6593407,0.5048544,0.6111111,0.5191966,0.5275449,0.5801303,0.5066389,0.5712904,0.10697164999999997,0.17037179999999996,0.07921040000000001,0.0017844999999999667,0.03982070000000004,0.07963181,36,1.9920391,23.384996,7.7219896,1.7569244,middle_80pct
0ObEtA6Q8vU.005,0.5046729,0.5208333,0.7032967,0.592233,0.62222224,0.45668766,0.44921347,0.530358,0.4569379,0.50287414,0.047985239999999985,0.07161983000000005,0.1729387,0.1352951,0.11934810000000007,0.10943739400000001,37,2.0924752,24.135279,3.3431156,-0.3640674,middle_80pct
0SS47KwVOQ4.000,0.43925235,0.46875,0.5494506,0.63106793,0.51111114,0.45440546,0.48034775,0.53808886,0.48484594,0.5227799,0.01515310999999997,0.011597750000000018,0.011361740000000009,0.14622199000000008,0.011668759999999945,0.03920067000000001,38,2.0889916,21.986122,0.29094458,-2.0066934,lowest_error_10pct
0SS47KwVOQ4.001,0.3084112,0.5104167,0.43956044,0.5048544,0.42222223,0.41649428,0.43977094,0.51298785,0.44367528,0.4822625,0.10808308,0.07064575999999995,0.07342741000000003,0.06117912000000003,0.06004027000000001,0.07467512800000001,39,2.011218,24.896784,-5.282358,2.3340697,middle_80pct
0hWbtuRVUgM.001,0.5420561,0.6145833,0.74725276,0.60194176,0.7111111,0.51983654,0.61578757,0.61886466,0.61154896,0.6028167,0.022219560000000027,0.0012042699999998963,0.1283881,0.009607200000000038,0.10829440000000001,0.05394270599999999,40,1.9759202,21.607498,3.5161824,-2.799074,middle_80pct
0hWbtuRVUgM.005,0.58878505,0.7083333,0.5934066,0.776699,0.53333336,0.5101181,0.5983067,0.6199765,0.57241017,0.6132101,0.07866695000000001,0.11002660000000009,0.026569900000000035,0.20428882999999998,0.07987674,0.09988580400000002,41,2.0018942,21.374662,6.58528,-0.76872075,middle_80pct
0iXXdsO95O0.000,0.5607477,0.5416667,0.74725276,0.61165047,0.53333336,0.49417865,0.46858278,0.5436775,0.46949688,0.5551066,0.06656904999999996,0.07308391999999997,0.20357525999999992,0.14215358999999994,0.021773240000000027,0.10143101199999997,42,2.2257466,21.357853,-1.4528936,-1.1166635,middle_80pct
0tse0Fsy_rg.000,0.23364486,0.26041666,0.32967034,0.27184466,0.36666667,0.38255087,0.37281916,0.38265717,0.32930958,0.45328856,0.14890600999999998,0.11240249999999996,0.052986829999999985,0.057464919999999975,0.08662189000000003,0.09167642999999999,43,2.1745584,36.724693,-20.597456,7.1794605,middle_80pct
0tse0Fsy_rg.001,0.317757,0.4375,0.32967034,0.26213592,0.35555556,0.4074305,0.39006135,0.4077999,0.34132016,0.47816968,0.08967349999999996,0.04743865000000003,0.07812955999999999,0.07918423999999996,0.12261412,0.08340801399999999,44,2.242862,35.06556,-18.136032,8.844244,middle_80pct
0tse0Fsy_rg.002,0.3271028,0.26041666,0.41758242,0.30097088,0.42222223,0.45243946,0.4451214,0.4695205,0.38607526,0.49735782,0.12533666,0.18470473999999998,0.05193808,0.08510437999999998,0.07513559000000003,0.10444388999999998,45,2.0096362,31.65838,-11.92248,-3.382379,middle_80pct
0tse0Fsy_rg.003,0.39252338,0.375,0.3846154,0.2815534,0.35555556,0.42016032,0.4180975,0.40537113,0.38117337,0.5004858,0.02763694,0.04309750000000001,0.020755730000000028,0.09961997,0.14493024,0.067208076,46,2.0750427,33.551247,-15.441118,-2.6733842,middle_80pct
0tse0Fsy_rg.004,0.2990654,0.26041666,0.2967033,0.27184466,0.37777779,0.35437036,0.32005897,0.35433015,0.31673956,0.41795027,0.055304960000000014,0.059642309999999976,0.05762685000000001,0.04489489999999996,0.04017248000000001,0.05152829999999999,47,2.4448159,46.376396,-26.689075,7.3803616,middle_80pct
176vWywoq9E.000,0.39252338,0.5625,0.5494506,0.26213592,0.5888889,0.3766856,0.43212396,0.47508532,0.356478,0.46919903,0.015837779999999968,0.13037604000000003,0.07436528000000003,0.09434208,0.11968987000000003,0.08692221000000001,48,2.0274582,29.138653,1.6354929,1.4810519,middle_80pct
176vWywoq9E.001,0.57009345,0.5520833,0.6703297,0.44660193,0.5555556,0.28930643,0.3873033,0.44440424,0.3576467,0.38705564,0.28078702,0.16478000000000004,0.22592546000000002,0.08895523,0.16849996000000006,0.18578953400000003,49,1.9606912,27.497416,6.441387,3.8156636,highest_error_10pct
176vWywoq9E.002,0.34579438,0.36458334,0.42857143,0.3106796,0.3888889,0.41586053,0.47893608,0.5272169,0.4025628,0.49279743,0.07006615,0.11435274000000001,0.09864547000000001,0.0918832,0.10390853,0.095771218,50,2.045987,27.266153,0.14591484,1.1259751,middle_80pct
176vWywoq9E.003,0.36448598,0.35416666,0.5604396,0.33009708,0.5222222,0.31650096,0.40017095,0.4526689,0.38383397,0.41729152,0.04798501999999999,0.04600429,0.10777070000000005,0.05373689000000004,0.10493067999999994,0.072085516,51,2.0629144,26.401312,8.734543,1.4161813,middle_80pct
176vWywoq9E.004,0.5607477,0.6354167,0.63736266,0.36893204,0.6333333,0.35350043,0.46272904,0.5238564,0.412585,0.44048542,0.20724726999999998,0.17268765999999997,0.11350625999999997,0.04365295999999996,0.19284787999999997,0.145988406,52,2.0793743,26.149015,8.631175,-0.17189634,middle_80pct
1DCnIad1Y0w.001,0.20560747,0.1875,0.37362638,0.17475729,0.37777779,0.4919777,0.55511796,0.6050658,0.5662401,0.592676,0.28637023000000006,0.36761796,0.23143942,0.39148281,0.21489820999999998,0.298361726,53,2.0317214,32.407066,-18.184553,-7.8515244,highest_error_10pct
1DCnIad1Y0w.002,0.1495327,0.19791667,0.36263737,0.3106796,0.2777778,0.45523185,0.54225904,0.5832686,0.56032705,0.59736526,0.30569915000000003,0.34434237,0.22063123,0.24964745000000005,0.31958746,0.287981532,54,1.9273912,25.756304,-5.574321,-7.161436,highest_error_10pct
1Lv72Si4GnY.000,0.46728972,0.32291666,0.26373628,0.106796116,0.41111112,0.50311595,0.46326935,0.4677459,0.36899582,0.5319278,0.03582622999999996,0.14035269,0.20400962,0.262199704,0.12081667999999995,0.15264098479999996,55,2.175239,34.663242,-19.649239,-7.0219564,middle_80pct
1Lv72Si4GnY.001,0.5233645,0.39583334,0.43956044,0.18446602,0.46666667,0.5218067,0.5131539,0.48502672,0.42265028,0.5965668,0.0015578000000000536,0.11732056000000007,0.045466280000000026,0.23818425999999998,0.12990012999999995,0.10648580600000002,56,2.418787,36.92645,-14.905775,-4.0710154,middle_80pct
1S0SxmfbOus.002,0.5981308,0.42708334,0.61538464,0.34951457,0.64444447,0.55395395,0.5077474,0.5456285,0.46633923,0.61061287,0.044176849999999934,0.08066405999999998,0.06975614000000008,0.11682465999999997,0.03383160000000007,0.06905066200000001,57,1.864389,22.895237,2.3637547,-2.3976288,middle_80pct
1S0SxmfbOus.003,0.62616825,0.5416667,0.5824176,0.407767,0.5777778,0.5278585,0.52353144,0.53358537,0.46810398,0.6384294,0.09830974999999997,0.018135259999999986,0.04883223000000003,0.060336979999999985,0.06065160000000003,0.057253164,58,1.9314045,23.669857,3.2364116,-1.7456087,middle_80pct
1XkKu4LBvog.004,0.40186915,0.5208333,0.6703297,0.5048544,0.7111111,0.51374257,0.5697734,0.5966373,0.54732525,0.6118987,0.11187342,0.04894009999999993,0.07369239999999999,0.04247084999999995,0.09921239999999998,0.07523783399999998,59,1.8859,20.165161,4.215821,-2.1698725,middle_80pct
1XkKu4LBvog.005,0.41121495,0.5,0.52747256,0.42718446,0.6111111,0.5032065,0.5403023,0.5600535,0.53039545,0.5626062,0.09199154999999998,0.04030230000000001,0.03258094,0.10321099,0.04850490000000007,0.06331813600000001,60,1.9174255,26.146282,-0.35255712,-4.0531034,middle_80pct
1XqMZQu_pP4.001,0.55140185,0.5729167,0.4065934,0.6699029,0.54444444,0.51459324,0.57291067,0.5650091,0.5535433,0.61283594,0.03680861000000002,6.02999999999021e-06,0.15841570000000005,0.11635960000000001,0.06839149999999994,0.075996288,61,1.9309219,24.10525,-0.4854148,-8.007994,middle_80pct
1XqMZQu_pP4.002,0.3364486,0.45833334,0.5714286,0.49514562,0.44444445,0.50277853,0.5671541,0.53134125,0.5484872,0.61209226,0.16632992999999996,0.10882076000000002,0.040087349999999966,0.053341579999999944,0.16764781000000006,0.10724548599999999,62,1.9146323,22.313667,1.8662525,-7.2695193,middle_80pct
1XqMZQu_pP4.003,0.37383178,0.36458334,0.46153846,0.5048544,0.51111114,0.4825274,0.5189966,0.5489757,0.54738766,0.571228,0.10869561999999999,0.15441326000000005,0.08743723999999997,0.04253326000000002,0.06011685999999994,0.09063924799999999,63,1.9476587,22.040415,-0.11303885,-4.76863,middle_80pct
1XqMZQu_pP4.004,0.45794392,0.48958334,0.53846157,0.57281554,0.64444447,0.57019114,0.61571133,0.5665732,0.5435405,0.65644497,0.11224722000000004,0.12612799000000002,0.028111630000000054,0.02927504000000003,0.01200049999999997,0.06155247600000002,64,1.9474291,23.935827,-0.64765227,-8.199912,middle_80pct
1cqwKxx6GF8.001,0.34579438,0.36458334,0.5494506,0.407767,0.5222222,0.4383632,0.52480847,0.5733946,0.55368936,0.52768224,0.09256882,0.16022513,0.023943999999999965,0.14592236000000003,0.005460039999999999,0.08562407,65,2.1960092,24.419796,5.8302126,-0.55836016,middle_80pct
1cqwKxx6GF8.004,0.5233645,0.5104167,0.5494506,0.41747573,0.5222222,0.46213973,0.53091747,0.5833108,0.533417,0.54616165,0.061224769999999984,0.020500770000000057,0.03386020000000001,0.11594127000000004,0.023939450000000084,0.05109329200000003,66,2.011044,22.509836,1.0265774,-0.26425022,middle_80pct
1cqwKxx6GF8.005,0.41121495,0.44791666,0.64835167,0.47572815,0.5888889,0.48325363,0.5772412,0.61053056,0.6234422,0.57419837,0.07203867999999997,0.12932454,0.03782110999999999,0.14771404999999993,0.01469053000000009,0.08031778199999999,67,1.913428,22.303974,5.4877486,-2.3925865,middle_80pct
1jC4vsQsjwM.000,0.44859812,0.5520833,0.51648355,0.47572815,0.5777778,0.41952968,0.5180223,0.53083956,0.53834856,0.53128904,0.029068439999999973,0.03406100000000001,0.014356009999999975,0.06262040999999996,0.04648876000000002,0.03731892399999999,68,1.9399643,24.209696,7.1551976,0.85173064,lowest_error_10pct
1jC4vsQsjwM.002,0.5420561,0.65625,0.6813187,0.63106793,0.5555556,0.38937485,0.46731794,0.5166425,0.52898234,0.48367417,0.15268125000000005,0.18893206,0.16467620000000005,0.10208559000000006,0.07188143000000002,0.13605130600000004,69,1.936614,24.990091,6.68394,4.7175813,middle_80pct
1jC4vsQsjwM.004,0.58878505,0.625,0.61538464,0.47572815,0.62222224,0.41912162,0.47771817,0.5253496,0.53131753,0.5135449,0.16966343000000006,0.14728183,0.09003504000000007,0.05558938000000002,0.10867734000000007,0.11424940400000003,70,1.9047145,22.647526,7.0953894,1.4181366,middle_80pct
1jC4vsQsjwM.005,0.53271025,0.47916666,0.52747256,0.4854369,0.45555556,0.41226566,0.5146357,0.55170405,0.55530566,0.55289066,0.12044459000000007,0.03546904000000001,0.024231490000000022,0.06986876000000003,0.09733509999999995,0.06946979600000001,71,1.8808094,22.143915,7.059074,-0.28680822,middle_80pct
1m4WjLRKTwc.000,0.6728972,0.48958334,0.63736266,0.4563107,0.5777778,0.49711198,0.45886743,0.4718045,0.43619806,0.5356157,0.17578521999999996,0.030715909999999957,0.16555815999999995,0.020112640000000015,0.04216209999999998,0.08686680599999998,72,2.0240557,24.656193,0.3253563,-0.17385957,middle_80pct
1m67onLoRwY.000,0.42056075,0.46875,0.41758242,0.44660193,0.54444444,0.45197955,0.5457143,0.57418895,0.6400963,0.53890294,0.031418800000000024,0.07696429999999999,0.15660653000000002,0.19349436999999997,0.005541499999999977,0.0928051,73,2.0315487,24.13186,9.534011,0.66098917,middle_80pct
1m67onLoRwY.001,0.3271028,0.45833334,0.4065934,0.47572815,0.6111111,0.42613474,0.48743847,0.50555766,0.4963218,0.5057545,0.09903193999999998,0.029105130000000035,0.09896426000000003,0.020593649999999963,0.10535660000000002,0.070610316,74,2.0695531,22.380718,6.463702,1.4296966,middle_80pct
1m67onLoRwY.003,0.22429906,0.27083334,0.4065934,0.34951457,0.46666667,0.46520466,0.5666005,0.61197203,0.59278816,0.58095956,0.2409056,0.29576716,0.20537863,0.24327358999999998,0.11429289000000004,0.21992357399999998,75,2.015849,25.841808,7.9930553,-0.57314366,highest_error_10pct
1mODTfLRGdI.000,0.5140187,0.40625,0.50549453,0.30097088,0.44444445,0.62677205,0.60925317,0.57737017,0.5003372,0.7008393,0.11275334999999997,0.20300317,0.07187564000000002,0.19936632000000004,0.25639485000000006,0.16867866600000003,76,1.9560415,26.254873,2.2370415,-5.524562,middle_80pct
1mODTfLRGdI.001,0.6168224,0.5416667,0.24175824,0.17475729,0.42222223,0.59181917,0.5864349,0.5435084,0.4497339,0.6401944,0.025003230000000043,0.044768200000000036,0.30175016,0.27497661,0.21797217000000008,0.17289407400000006,77,2.021278,26.558826,1.1860229,-1.2105882,middle_80pct
1mODTfLRGdI.002,0.72897196,0.65625,0.5934066,0.30097088,0.7111111,0.50324386,0.5119223,0.4920191,0.4024275,0.60362184,0.2257281,0.14432769999999995,0.10138750000000002,0.10145662,0.10748926000000003,0.136077836,78,1.9995939,26.382862,0.43351352,2.6875875,middle_80pct
1mODTfLRGdI.003,0.62616825,0.6458333,0.6923077,0.42718446,0.8,0.58541197,0.5946554,0.5573997,0.4785538,0.671865,0.04075627999999998,0.05117790000000011,0.13490799999999992,0.051369339999999986,0.128135,0.081269304,79,1.9514419,23.413385,4.1654444,-4.2946887,middle_80pct
1pMNczHCXPc.000,0.41121495,0.375,0.46153846,0.3106796,0.6888889,0.55460685,0.5832112,0.5642712,0.5656839,0.6341776,0.14339189999999996,0.20821120000000004,0.10273273999999999,0.2550043,0.05471130000000002,0.15281028800000002,80,2.1389232,22.74686,5.731201,0.7462905,middle_80pct
1wWMWbl6ILg.004,0.6168224,0.53125,0.62637365,0.3883495,0.56666666,0.54562515,0.49438122,0.53067756,0.43309516,0.5890523,0.07119724999999999,0.03686877999999999,0.09569609000000001,0.044745659999999965,0.022385639999999984,0.05417868399999999,81,2.0409515,22.47924,-7.3846707,-3.538945,middle_80pct
1yIGI42lzak.000,0.35514018,0.5,0.5494506,0.41747573,0.46666667,0.28301606,0.34621137,0.4801121,0.46474397,0.37284356,0.07212412000000001,0.15378862999999998,0.06933850000000003,0.04726824000000002,0.09382310999999999,0.08726852,82,2.1743426,29.101475,-1.6388224,6.1491194,middle_80pct
1yIGI42lzak.001,0.27102804,0.42708334,0.50549453,0.52427185,0.54444444,0.38931775,0.43508503,0.5292118,0.5010247,0.47261977,0.11828970999999999,0.008001690000000006,0.023717270000000013,0.023247149999999994,0.07182467000000003,0.04901609800000001,83,2.04517,24.277956,1.6700957,0.6137678,middle_80pct
1yIGI42lzak.002,0.41121495,0.34375,0.43956044,0.4854369,0.42222223,0.43035305,0.4881636,0.5499462,0.5177682,0.5300128,0.01913809999999999,0.14441359999999998,0.11038576000000005,0.03233130000000001,0.10779056999999997,0.082811866,84,2.000735,21.473154,3.3687842,1.0162456,middle_80pct
1yIGI42lzak.003,0.48598132,0.46875,0.46153846,0.42718446,0.53333336,0.4158333,0.47033617,0.5524768,0.53327924,0.5054184,0.07014801999999998,0.0015861699999999979,0.09093834,0.10609478000000006,0.027914959999999933,0.059336454,85,1.925715,22.35643,2.7757757,1.6107676,middle_80pct
1yIGI42lzak.004,0.36448598,0.45833334,0.62637365,0.39805827,0.4,0.36138645,0.39723924,0.49691153,0.47313926,0.45515072,0.0030995299999999615,0.061094099999999985,0.12946212,0.07508099000000001,0.055150719999999986,0.06477749199999999,86,2.1340783,28.433199,-0.6426534,6.230125,middle_80pct
