clip_id,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
-8asrRvfJWA.003,33.770638,0.14807968,31.492628,33.741337,36.894703,5.402075,136.8954,147.45029,50.1223,40.24408,0.31436867,0.48493552,0.18961868,0.27794406,0.4149319,0.22531322,3.6820443,2.7725775,2.7323546,1.5287837,0.10137,0.6962121,26.87576,0.4083332,3.0944085,4.6057167,7.3078938,1.7450981,-0.28886247,-38.256924,0.021137487,1.7897928,1.2369068,0.62495,6.702763,0.50402606,4.181033,2.455644,20.937239,0.5119087,699.3504,0.32481834,1417.3737,0.16992317,-112.38966,-0.7924915,1698.5044,0.14588809,1111.8907,0.30559307,-111.044205,-0.7725618,2757.0864,0.11151104,981.6315,0.30824807,-115.04314,-0.7128285,-12.633393,-0.5767873,23.881838,0.39880446,0.031964913,0.51389474,-0.0054075257,-2.0022666,0.12231425,0.5492716,32.37315,0.21951239,-1.503063,-9.637288,8.149136,1.6187884,-1.6985224,-6.838385,-10.373143,19.394743,0.023169404,-0.0009942022,0.08172803,3.9359574,3.4852548,0.13153845,0.11754514,0.13784313,0.12193399,-33.22549
-8asrRvfJWA.004,34.777443,0.16966508,32.730335,36.429092,38.752937,6.022602,96.281944,77.13714,120.01613,162.82,0.40731445,0.69838214,0.15619467,0.31395483,0.63063633,0.47444165,6.377023,3.830224,3.6204195,2.351852,0.13766623,0.8074445,28.994864,0.27413413,-1.0491675,-15.415912,7.837201,1.6309087,-3.779139,-3.4946027,0.016805459,1.2490332,1.0873586,0.58745116,7.1832266,0.4976324,2.1821983,5.161703,16.599874,0.6907528,729.4982,0.2725769,1366.9656,0.15706034,-110.06488,-0.8107703,1718.2565,0.13737579,1112.3778,0.2981663,-108.15572,-0.8008322,2772.2795,0.109878376,958.14667,0.39891818,-111.84213,-0.74337745,-10.61249,-0.7126723,21.47356,0.43835458,0.022029262,0.8404703,-0.0080504585,-1.6404041,0.19217314,0.60683346,31.807758,0.21467979,-7.027924,-2.4007595,8.125778,1.7817168,-7.630564,-2.033048,-12.357118,21.56939,0.011965566,-0.0044296533,0.081389725,3.268846,3.1459172,0.1519149,0.1266867,0.15522727,0.16761005,-29.913912
-9BZ8A9U7TE.000,39.407387,0.07540233,37.76116,39.47971,41.169594,3.408432,188.73964,243.30246,29.514936,25.88712,1.1492587,0.56479686,0.56142,1.0265856,1.6583765,1.0969565,17.272146,10.390471,14.527775,8.258781,0.5891334,0.8019051,12.582239,1.1702803,4.712305,3.220124,5.8394628,2.4891088,-28.623665,-0.6646996,0.019998651,1.7785056,1.03162,0.617426,8.336756,0.4521638,9.621685,1.1323818,22.735733,0.44991827,672.6484,0.31584758,1365.3381,0.15905878,-108.40176,-0.86128443,1727.619,0.14816809,1079.4878,0.32068875,-94.804565,-0.90840214,2797.3147,0.078840755,801.3271,0.4139921,-95.90386,-0.88722336,-11.281837,-0.7105594,19.308601,0.4778687,0.05017061,0.4605486,-0.027573494,-0.52264106,0.78132546,0.6236542,18.674637,0.58958673,1.5295542,9.746807,2.9090242,5.255147,-37.532238,-0.47183958,-1.2313658,7.3184495,0.018057106,-0.009880186,0.31877577,4.06938,2.7461488,0.2014634,0.18515071,0.14948718,0.16340837,-17.433659
-9BZ8A9U7TE.003,38.91964,0.1838119,38.586613,40.26673,42.912724,4.326111,114.62248,145.98065,208.06099,253.88652,0.89447135,0.6643631,0.3527059,0.77105397,1.3831928,1.0304868,13.930919,8.116897,9.652134,5.042548,0.38834977,0.8492502,12.285102,0.9218736,2.7198932,5.6856794,8.144646,1.877063,-23.384592,-0.90270174,0.020596292,1.3740646,1.1711352,0.6146778,7.1090055,0.52007943,12.200427,1.0533276,20.099873,0.4701967,735.62366,0.28797624,1389.8365,0.14392246,-108.67815,-0.8522431,1764.1608,0.12852246,1094.4613,0.31201452,-97.10785,-0.8919324,2795.3875,0.0796667,863.7412,0.4584622,-97.84849,-0.8740178,-8.093589,-1.0127841,16.24689,0.5241381,0.031051863,1.0887263,-0.01961887,-0.86289704,0.515633,0.65916085,14.774342,0.61555207,0.3960162,41.553947,6.1394353,2.7513642,-31.793427,-0.64203197,-4.1035657,10.96298,0.013885811,-0.005111423,0.22498009,3.802535,3.1459172,0.16978723,0.12389922,0.13568182,0.13200203,-22.038445
-9BZ8A9U7TE.004,39.41768,0.12830485,38.12217,39.74479,42.795883,4.6737137,177.50284,304.1353,325.29782,730.22174,0.8746355,0.57265,0.4364595,0.776527,1.2999475,0.86348796,12.059453,6.4891,7.7674723,4.3159003,0.34856528,0.7532458,14.649121,0.875207,1.856228,8.573224,7.76779,2.0127826,-27.712757,-0.8097121,0.020085307,1.9775227,1.0561054,0.68114746,7.789008,0.44695988,7.630566,1.3934993,18.844412,0.49043715,727.0927,0.3074342,1357.0105,0.15274504,-97.63935,-0.95484895,1756.5515,0.14741652,1115.9265,0.35228652,-88.37334,-0.9718266,2791.1233,0.08634845,901.3882,0.48347616,-89.836975,-0.94178736,-8.733343,-0.8324891,17.815872,0.43441334,0.035186157,0.81469953,-0.01888066,-0.9484789,0.43700904,0.60807854,18.747396,0.51738364,-1.8261698,-8.705321,6.650106,2.547102,-36.75554,-0.5539916,-2.515155,9.080524,0.014036519,-0.002880343,0.20968756,3.335557,2.6791697,0.21825,0.1780574,0.13499999,0.12138781,-22.722803
-AmMDnVl4s8.003,34.81771,0.16070712,31.41196,33.482494,39.14821,7.736248,346.49957,479.76578,52.351223,40.42051,0.58010274,0.49720392,0.34374428,0.51164603,0.8136589,0.46991462,5.6428328,3.466336,3.6099432,1.9917753,0.17457607,0.7220512,21.3918,0.45222566,-8.002933,-2.012256,5.2768836,2.957398,-9.298787,-1.354282,0.023127878,1.4693124,1.28169,0.4389399,4.0297914,0.7402921,5.131876,2.0411277,13.174951,0.81875753,669.44885,0.36136204,1348.4606,0.18092209,-100.49526,-0.9092555,1655.9178,0.14378999,1079.2549,0.28313068,-92.36319,-0.96162903,2673.7073,0.09062596,1001.82684,0.36687848,-95.326355,-0.9052247,-5.882806,-1.03484,16.39082,0.42299092,0.05875848,0.33594587,-0.010250078,-1.3977373,0.20084372,0.68411523,24.160095,0.32380852,-12.070327,-1.1933687,7.4669633,2.2544732,-12.064715,-1.0523655,-6.0052056,15.113562,0.053007487,-0.0077284444,0.14077717,3.0687125,3.6144578,0.14703703,0.1165655,0.11326923,0.10573409,-29.049982
-C5M9g4Quzc.002,28.619461,0.13986897,24.942095,28.524773,31.146183,6.204088,143.78883,212.54085,35.31032,19.74281,0.79503715,0.5991898,0.42334116,0.61587864,1.209202,0.7858609,13.126677,9.619129,9.24838,7.5122237,0.5374046,0.7969509,24.205404,0.45877486,-1.3711867,-8.403822,15.984953,0.85634327,7.943539,1.8588434,0.023019899,2.581382,1.2890005,0.6818358,5.5705876,0.43674475,2.6755528,2.7453916,18.71838,0.40168384,568.33997,0.3686908,1297.1375,0.1615956,-118.40748,-0.7725204,1566.2727,0.14757288,1027.1942,0.25114298,-118.6285,-0.74110657,2598.1182,0.100792564,947.53375,0.2751826,-121.458145,-0.696761,-12.364451,-0.4935992,22.800545,0.27756077,-0.010324123,-2.2520704,-0.014388108,-0.980072,0.6170053,0.52747273,32.63958,0.2264753,-3.3868768,-3.850345,13.112205,1.2907226,1.8279067,8.318245,-12.854598,20.489485,-0.04476525,0.0023882075,0.47387904,3.4689794,2.7498324,0.1514634,0.106577836,0.19219513,0.1922335,-19.894043
-DOqN0d8KHw.002,36.197773,0.081461035,33.929104,35.647278,38.18546,4.2563553,44.6387,52.503338,285.70813,732.61646,0.2735386,0.7574082,0.090931356,0.22634739,0.42737168,0.33644032,5.2184753,3.3062482,3.6505458,2.2448876,0.08316387,1.0226,23.873976,0.5937932,-7.2685637,-2.0349388,4.2906623,4.2083364,-7.9768195,-2.3352668,0.018438263,1.315449,1.1387566,0.75660115,8.615835,0.40351874,11.067458,0.99030316,22.819992,0.47045335,759.16113,0.35448557,1379.2008,0.20423162,-92.41458,-0.99414325,1744.7412,0.16163324,1083.9921,0.29748774,-86.80226,-0.9946596,2855.4597,0.09540617,959.5537,0.40272397,-91.50676,-0.9010468,-10.303774,-0.7837588,23.6472,0.38805434,0.07098333,0.3395066,0.0016058062,9.061029,0.11133617,0.7848564,30.907688,0.32448578,-8.771678,-1.7826896,4.4206448,4.621407,-12.964282,-1.5683285,-2.1053615,12.9021845,0.039227154,0.018477874,0.038044933,3.9359574,2.2757697,0.26264706,0.23033619,0.152,0.20762329,-33.922424
-DOqN0d8KHw.003,36.839752,0.09438711,34.668648,36.060486,38.755714,4.0870667,52.104454,25.686224,41.258423,36.22025,0.34902617,0.8060207,0.09128682,0.27102694,0.5701018,0.47881496,5.6465836,4.5000653,4.769968,3.2635953,0.12037972,1.10565,22.082296,0.7445555,-9.698533,-1.7728994,0.05057643,337.72705,-5.5749874,-3.230194,0.02450029,1.5177234,1.2237834,0.71889734,7.790324,0.48667112,8.684494,1.2784061,22.19154,0.5570668,752.2904,0.3297191,1370.1334,0.19872211,-101.13799,-0.91637427,1730.7273,0.13602267,1141.2144,0.34854037,-95.349014,-0.92766863,2827.8193,0.09754238,974.23254,0.33127487,-100.92355,-0.8270267,-8.753114,-1.0802068,23.573112,0.4118739,0.07474122,0.33262,0.00027009178,61.243057,0.17290679,0.812551,31.189743,0.32848087,-12.4452305,-1.4854959,0.44579247,43.76782,-11.613173,-1.6077813,-0.9252215,12.053525,0.04457086,0.017655171,0.052693572,3.1354237,2.610442,0.2076923,0.11665117,0.16749999,0.23314725,-30.940786
-Gl98Jn45Fs.000,34.156334,0.09159039,32.403736,34.037872,36.40396,4.000225,135.21976,154.02177,45.617336,41.125893,0.5323299,0.762851,0.1537913,0.4256866,0.8555664,0.7017751,9.753359,7.9003735,5.015076,3.1373165,0.18666162,0.9889347,28.408785,0.35046223,-8.8983755,-2.105794,8.467453,1.7952216,-2.269399,-6.0734196,0.01965286,2.33858,1.1125156,0.59031874,6.5798464,0.5612368,3.3711908,2.669376,14.525702,0.7463982,646.87244,0.3486257,1396.8665,0.14879677,-118.22461,-0.79525226,1668.6367,0.14008886,1131.0244,0.29203814,-114.3589,-0.8063257,2662.8984,0.110365264,1011.1898,0.37133098,-116.69546,-0.76758105,-7.125298,-1.0068572,15.862535,0.5013579,0.05728321,0.26885566,-0.011961281,-1.2936752,0.30014163,0.66982275,32.76949,0.2152536,-18.33201,-0.97596127,10.823515,1.6944807,-8.667808,-1.7743098,-9.773371,18.146618,0.039352223,-0.0043194876,0.093798496,2.7351568,2.141901,0.20125,0.20802268,0.2532258,0.39964,-27.25195
