clip_id,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
-5riMLK-PgU.001,23.553167,0.10309309,22.249907,23.005413,24.708801,2.4588947,229.7553,256.9025,15.88916,11.540381,0.41237882,0.5352088,0.2080701,0.37867406,0.606424,0.39835387,3.689037,2.6867237,2.8206623,1.5819646,0.13333067,0.8039425,24.951927,0.56196576,-5.4319634,-2.2108147,14.875103,0.8127128,-0.53447914,-23.140947,0.015493827,1.0473704,1.1214076,0.66179013,4.4392924,0.45452118,6.0107775,0.80027455,27.05468,0.33691078,550.5459,0.3944636,1339.5936,0.1431979,-118.452866,-0.80134416,1602.701,0.167207,1049.3392,0.27500513,-123.122185,-0.72072387,2645.045,0.11558689,946.5803,0.25995892,-125.248535,-0.6886755,-15.273584,-0.43706253,24.117775,0.31125167,0.030714735,0.6210324,-0.019447766,-0.9301057,0.20583539,0.52106506,37.491608,0.2236462,0.17912485,62.803272,18.369251,0.76335603,-1.6628414,-9.362513,-2.3717,11.881814,0.020690389,0.008751609,0.08151263,2.7351568,1.8754187,0.21357143,0.17130204,0.31037036,0.30081964,-29.27607
-6otZ7M-Mro.000,25.546635,0.14084662,23.059458,24.846966,26.568548,3.5090904,126.85116,143.0744,54.857517,55.542362,1.0159993,0.4506387,0.584591,0.9731265,1.4132462,0.8286552,12.048901,7.8863835,8.426507,4.525214,0.53808284,0.6953834,21.32377,0.7708026,3.134888,4.765088,6.9740667,1.8122267,-0.85521513,-15.47914,0.022715189,1.5198544,1.3882835,0.5926253,3.8583252,0.65721774,5.3701916,1.4205801,25.960527,0.32877213,620.31866,0.4073423,1342.9608,0.21009724,-107.23077,-0.89967346,1649.9044,0.17727251,1002.56323,0.24028894,-108.41593,-0.84943384,2727.7722,0.11333029,968.332,0.32053387,-111.98526,-0.7889872,-12.643884,-0.531157,24.408506,0.26204166,0.034536038,0.6786612,-0.016366314,-0.9441296,0.7209716,0.51655823,31.246866,0.32228822,1.6503094,8.396768,6.6955066,2.118059,-3.2206242,-4.8117356,-4.669261,13.259263,0.01970486,-0.0038474675,0.36662954,4.2028017,2.613941,0.17384614,0.16510472,0.18871795,0.1668437,-18.56646
-6otZ7M-Mro.001,21.73148,0.08808776,20.707512,21.352877,22.504341,1.7968292,109.8867,109.17589,15.191138,15.152287,0.7383173,0.49861836,0.38930076,0.69915724,1.0740522,0.68475145,8.525919,5.1014147,4.7938256,1.7846377,0.3384425,0.7441838,19.477432,0.9516264,5.8304696,2.382232,6.446172,1.8313549,0.9002412,14.847842,0.02273954,1.7047803,1.3012682,0.5630777,2.7621105,0.61924887,-1.93022,-3.7636523,20.979004,0.43912643,562.66364,0.39573961,1313.5789,0.13799094,-119.85442,-0.7709169,1614.3962,0.17871721,1019.10535,0.24003075,-123.41195,-0.7105644,2675.1008,0.11509859,1022.81396,0.2903573,-126.79834,-0.6605177,-13.0627,-0.4958581,25.241034,0.24966744,0.010016486,2.3134644,-0.016077343,-0.895601,0.46702504,0.50033927,32.774754,0.25760093,3.746148,3.342318,6.5276093,2.1788352,1.2520741,12.564112,-3.5420704,12.0439625,0.0044709337,-0.00033774783,0.24776204,3.5356905,2.3427043,0.16857143,0.122314416,0.23771429,0.18836263,-22.844933
-6otZ7M-Mro.002,22.972967,0.14651725,21.359945,22.360298,23.477936,2.1179905,39.158386,29.966625,59.59612,64.44952,0.8061196,0.50092393,0.45233774,0.72540694,1.1419469,0.68960917,8.788317,4.460968,6.291033,3.0753894,0.3863232,0.70244724,24.313856,0.6325214,3.5176382,4.0409303,3.8983104,3.4757957,0.056429297,258.77603,0.019934718,1.3453041,1.3322701,0.6075385,3.1424239,0.66907203,-0.109632,-61.027126,23.978811,0.32595378,617.71796,0.38741335,1366.1028,0.18455748,-100.89715,-0.94243073,1647.1804,0.18205991,1111.4707,0.26652148,-104.621346,-0.86164737,2690.5347,0.110196665,1035.9822,0.29609016,-108.63348,-0.793453,-13.032069,-0.5946496,25.939625,0.2466694,0.015035708,1.6201859,-0.016065367,-1.1814907,0.5147033,0.50960195,33.70669,0.23814254,2.7008083,5.283791,5.498064,2.7031395,-1.1739061,-15.595066,-4.729133,14.53812,0.005500259,-0.00047195188,0.25366122,4.66978,2.4096386,0.20333333,0.21692291,0.1911111,0.14702186,-21.357868
-6otZ7M-Mro.003,24.41303,0.1721875,21.819855,23.30758,25.159576,3.3397217,269.38892,404.4714,59.09061,96.404755,0.9178727,0.5263783,0.4718901,0.8449227,1.3463349,0.87444484,11.033958,5.859272,7.1821547,3.8310928,0.44982263,0.7743313,20.080847,0.74222904,3.5986717,3.892194,5.2256646,2.2482755,1.2347583,12.652139,0.035192344,2.0427465,1.3854233,0.59587383,2.882002,0.75451124,1.7425078,3.7693918,21.851723,0.41414198,579.06586,0.43156543,1308.5387,0.16058436,-113.5969,-0.82793957,1599.6904,0.18126191,1005.0373,0.29332444,-115.11657,-0.7826432,2666.7163,0.10576346,906.2259,0.3490281,-118.367905,-0.7312037,-11.479522,-0.6182309,22.940609,0.31551012,0.025633054,0.9654769,-0.01395236,-1.2441894,0.5877621,0.5469486,28.53524,0.31093675,2.550526,5.514729,5.993103,2.2074282,-1.7867479,-10.317024,-5.0765944,14.550269,0.014710669,-0.0021261706,0.33447054,4.269513,3.0789826,0.13565217,0.10613061,0.17636363,0.17691922,-20.569433
-6otZ7M-Mro.004,23.164188,0.08072406,21.62719,22.727936,24.719246,3.0920563,83.61672,128.96169,33.934772,44.695255,0.7387831,0.54342556,0.34371588,0.69768006,1.1048781,0.76116216,8.185853,4.7944913,5.7448854,3.110677,0.34365237,0.7858392,20.000349,0.80427635,6.26031,1.9230795,7.9213514,1.6896137,1.7991606,8.411413,0.019042721,1.3316697,1.3009512,0.6190526,3.6712399,0.5269248,2.2160792,3.2476711,24.61721,0.36385778,650.3637,0.40449297,1355.6923,0.18817398,-115.07542,-0.82135075,1707.1538,0.18032849,1056.4377,0.31651866,-118.51709,-0.75246876,2754.7031,0.1174721,1022.1077,0.33986694,-121.42349,-0.70758146,-12.954695,-0.52784157,24.531689,0.2736854,0.019856751,1.1674253,-0.013271167,-1.3177626,0.47768223,0.53102803,31.131224,0.3016989,4.689709,2.438676,8.572547,1.7425511,0.9232584,19.664585,-5.757577,14.601167,0.0060723405,0.00031212173,0.24061136,3.5356905,2.3427043,0.17799999,0.10660475,0.22828571,0.2111125,-22.05491
-6otZ7M-Mro.005,24.05537,0.1529871,21.841455,23.580997,25.765509,3.9240532,130.39766,142.28809,36.812576,40.471775,0.96350026,0.47187358,0.55383146,0.9058919,1.3683735,0.81454206,11.67952,7.493237,6.8727345,3.45217,0.49539337,0.6707664,22.17649,0.7478586,3.5012193,4.2906203,8.215293,1.8819988,1.5934938,8.598054,0.019722922,1.5081757,1.3107641,0.56936336,3.6273685,0.65817523,1.3800148,4.9424767,23.783031,0.30953783,632.4876,0.39929545,1351.1536,0.15944773,-93.77609,-1.0126928,1653.2948,0.16760364,1057.5765,0.29933307,-96.63169,-0.94061446,2720.0596,0.10979135,1057.9758,0.3309678,-100.992744,-0.85975856,-11.668523,-0.602342,24.530912,0.27592635,0.02957423,0.75812525,-0.011464928,-1.3678509,0.6150661,0.5353492,31.194407,0.34836456,1.8347601,8.0675535,8.363848,2.0534792,1.3017917,12.071575,-4.240092,13.016297,0.013978516,-0.000971541,0.35570794,4.4696465,2.811245,0.18404762,0.1664197,0.14790697,0.15720758,-19.299862
-8asrRvfJWA.001,34.305424,0.09109445,32.22619,34.103676,36.521446,4.2952576,122.32756,142.71709,16.733532,12.129155,0.34118548,0.53513926,0.1743358,0.2961097,0.5036803,0.3293445,4.0078287,2.0998445,2.7272365,1.7385124,0.11059388,0.62781,30.063381,0.2941783,1.8366008,7.866211,2.888759,4.358764,-2.3046367,-4.9652205,0.015906915,0.95654976,1.1635879,0.5376166,6.8187213,0.4742114,5.3756943,1.7431906,20.665556,0.5481608,678.611,0.31040093,1401.3528,0.1565693,-123.480034,-0.7261468,1689.5211,0.16472483,1156.8845,0.32701883,-120.93488,-0.72352517,2721.6396,0.12485942,1077.7361,0.3741825,-124.821884,-0.6664617,-10.641685,-0.72144926,23.704767,0.36925897,0.0193607,0.9866506,-0.008170689,-1.6145746,0.14773515,0.4381278,33.037563,0.20501244,-3.0378149,-5.107874,4.724058,3.1002417,-5.771232,-2.2731128,-12.116851,23.727077,0.0057455134,-0.005393399,0.08199589,3.5356905,2.6121902,0.15615384,0.095477626,0.2172973,0.27361095,-32.62656
-8asrRvfJWA.002,32.3643,0.12076833,30.807518,32.37313,34.766598,3.9590797,257.17664,394.46115,44.589825,34.436214,0.36785865,0.5617486,0.18720502,0.3124242,0.5311462,0.3439412,5.1157937,3.3202891,2.84964,1.7552865,0.1211571,0.70934,26.213947,0.37643114,1.037092,15.1249695,9.347277,1.5142739,-1.8529152,-6.6085773,0.019081399,1.1800197,1.2471228,0.50584906,5.120869,0.5543652,0.44302174,20.426031,15.578941,0.78576195,639.58673,0.3041105,1396.0637,0.15597506,-125.153984,-0.70989776,1662.8718,0.13564242,1086.0957,0.31815156,-124.59012,-0.6920247,2678.3345,0.110250294,1039.0679,0.34716785,-126.69639,-0.6618963,-8.988107,-0.6761062,18.500814,0.47097355,0.026710197,0.66329366,-0.007600099,-1.4064403,0.17170115,0.56119037,30.201462,0.2340807,-7.8005867,-2.0483568,9.749883,1.5994176,-5.941637,-2.2165976,-11.388113,19.55119,0.012529022,-0.0054155127,0.08652084,3.268846,3.4805892,0.10769231,0.06553377,0.16294117,0.15851386,-32.846455
-8asrRvfJWA.003,33.770638,0.14807968,31.492628,33.741337,36.894703,5.402075,136.8954,147.45029,50.1223,40.24408,0.31436867,0.48493552,0.18961868,0.27794406,0.4149319,0.22531322,3.6820443,2.7725775,2.7323546,1.5287837,0.10137,0.6962121,26.87576,0.4083332,3.0944085,4.6057167,7.3078938,1.7450981,-0.28886247,-38.256924,0.021137487,1.7897928,1.2369068,0.62495,6.702763,0.50402606,4.181033,2.455644,20.937239,0.5119087,699.3504,0.32481834,1417.3737,0.16992317,-112.38966,-0.7924915,1698.5044,0.14588809,1111.8907,0.30559307,-111.044205,-0.7725618,2757.0864,0.11151104,981.6315,0.30824807,-115.04314,-0.7128285,-12.633393,-0.5767873,23.881838,0.39880446,0.031964913,0.51389474,-0.0054075257,-2.0022666,0.12231425,0.5492716,32.37315,0.21951239,-1.503063,-9.637288,8.149136,1.6187884,-1.6985224,-6.838385,-10.373143,19.394743,0.023169404,-0.0009942022,0.08172803,3.9359574,3.4852548,0.13153845,0.11754514,0.13784313,0.12193399,-33.22549
